representative	grouped_terms	genes
mitochondrial gene expression	mitochondrial gene expression;mitochondrial translation	ALKBH1;MRPL43;MRPS7;THAP11;MRPS17;RPUSD3;MRPL40;MRPL27;MRPL10;MRPL51;TRNT1;MRPL37;MRPL14;MRPL49;CHCHD1;MTRF1;MRPL57;MRPS11;MRPL24;GARS1;MRPL17;MRPL2;MRPL21;TRUB2;TACO1;TARS2;SUPV3L1;ELAC2;TUFM;MRPL18;GATB;MRPS27;MRPL33;C1QBP;MRPL58;MTO1;MTRES1;MRPL45;MALSU1;MTIF2;LARS2;PRORP;MRPL46;FASTKD5;MRPS5;RMND1;MRPL22;MRPL32;FASTKD1;TSFM;MRPS9;MRPL48;MRPS33;MRPL13;MRPS18A;MRPL50;MRPL35;TFB2M;MTIF3;TFB1M;PTCD3;TRMT61B;MRPL16;MRPL44;TFAM;MRPS10;MRPL9;MTERF1;MRPS18B;MRPL15;MRPL3;PPARGC1B;NGRN;FASTKD2;MRPL47;DAP3;QRSL1;EARS2;MRPS16;MRPL42;TEFM;TRMT10C;MRPS6;MRPS28;MRPS35;MTERF3;GFM2;DARS2;IARS2;MRPS30;LRPPRC;MRPS14;MRPS18C;MRPS22;MRPL30;MRPL39;GFM1;PNPT1;YARS2;MTPAP;MRPS31;MRPL19;MRPL1;WARS2;FASTKD3
organellar ribosome	organellar ribosome;mitochondrial ribosome	MRPL43;MRPS7;MRPS17;MRPL40;MRPL27;MRPL10;MRPL51;MRPL37;MRPL14;MRPL49;CHCHD1;MRPL57;MRPS11;MRPL24;MRPL17;MRPL2;MRPL21;MRPL18;MRPS27;MRPL33;MRPL58;MRPL45;MRPL46;MRPS5;MRPL22;MRPL32;MRPS9;MRPL48;MRPS33;MRPL13;MRPS18A;MRPL50;MRPL35;PTCD3;MRPL16;MRPL44;MRPS10;MRPL9;MRPS18B;MRPL15;MRPL3;MRPL47;DAP3;MRPS16;MRPL42;MRPS6;MRPS28;MRPS35;MRPS30;MRPS14;MRPS18C;MRPS22;MRPL30;MRPL39;MRPS31;MRPL19;MRPL1
aerobic electron transport chain	aerobic electron transport chain;ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport	COX6B1;NDUFA2;COX8C;UQCRQ;NDUFS7;NDUFV3;NDUFS5;COX4I1;CYC1;COX5B;COX6C;NDUFB1;NDUFB8;NDUFB2;NDUFA1;NDUFA8;COX5A;NDUFA10;PINK1;UQCRB;COX8A;NDUFV1;NDUFB9;NDUFC1;UQCRHL;COQ9;NDUFC2;UQCRC1;SLC25A51;ISCU;SDHA;NDUFA4;NDUFAB1;COX7C;NDUFV2;UQCRFS1P1;NDUFB3;COX7A2;UQCRH;PARK7;NDUFA5;NDUFS3;UQCRC2;CYCS;COX7B;NDUFA9;SDHB;NDUFB4;NDUFA6;SDHC;COX7A2L;NDUFB5;NDUFS2;NDUFS4;UQCRFS1;NDUFB6;DLD;NDUFS1;DNAJC15;COX15;AFG1L;SDHD;NDUFAF1;NDUFA12;CHCHD2;GHITM;COA6
aerobic respiration	aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds	MDH1B;NDUFS5;COX4I1;CYC1;COX5B;COX6C;C2orf69;BNIP3;HIF1A;ATP5MG;MTFR1;MDH2;ME3;NDUFB1;NDUFB8;SIRT3;NDUFB2;AK4;NDUFA1;ATP5F1E;NDUFA8;COX5A;NDUFA10;PINK1;ATP5MF;DHTKD1;UQCRB;COX8A;NDUFV1;NDUFB9;NDUFC1;UQCRHL;ATPSCKMT;ACO2;DLAT;NDUFA12;ATP5PD;PPIF;VCP;IDH2;COQ9;NDUFC2;IDH3G;UQCRC1;IDH3A;OGDH;SLC25A51;ISCU;STOML2;SDHA;NDUFA4;COX10;NDUFAB1;CHCHD2;ATP5F1B;COX7C;NDUFV2;UQCRFS1P1;NDUFB3;ATP5PF;COX7A2;UQCRH;SUCLG1;ATP5F1A;PARK7;NDUFA5;NDUFS3;UQCRC2;SLC25A23;CS;NNT;CYCS;MFN2;COX7B;NDUFA9;OXA1L;NIPSNAP2;PDHA1;SDHB;FXN;IDH3B;NDUFB4;IDH1;NDUFA6;SDHC;GHITM;COX7A2L;ATP5PO;NDUFB5;NDUFS2;NDUFS4;UQCRFS1;DLST;MDH1;NDUFB6;DLD;SUCLA2;NDUFS1;PDHB;FH;ADSL;ATP5PB;DNAJC15;IDE;SUCLG2;COX15;TEFM;ACO1;AFG1L;SDHD;ATP5F1C;COA6;CAT;NDUFAF1;IREB2;MSH2;ETFB;SOD2;PPARGC1A;MTLN;SLC25A12;CHCHD4;OPN3;ETFDH;PUM2;ETFA;CISD1;PIK3CA;SDHAF4;TRAP1;IMMP2L;LYRM7;ETFRF1;GPD2;PNPT1;PYGM;GBE1;PHKA2;SORBS1;PPP1CB;PPP1R3B;EPM2AIP1;AGL;MTOR;PPP1R2;NHLRC1;GYS1;PFKM;PRKAG2;DYRK2;PPP1R3A;UGP2;ACADVL;ACADM;PPP1R3C;PPP1CC;IRS1;GYG1;PPP1R3D;PHKB;GSK3B;GFPT1
proton motive force-driven mitochondrial ATP synthesis	proton motive force-driven mitochondrial ATP synthesis;proton motive force-driven ATP synthesis;ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process	ATP5MG;NDUFB1;NDUFB8;NDUFB2;NDUFA1;ATP5F1E;NDUFA8;NDUFA10;ATP5MF;NDUFV1;NDUFB9;NDUFC1;ATPSCKMT;NDUFA12;ATP5PD;NDUFC2;STOML2;SDHA;NDUFAB1;ATP5F1B;NDUFV2;NDUFB3;ATP5PF;ATP5F1A;NDUFA5;NDUFS3;NDUFA9;SDHB;NDUFB4;NDUFA6;SDHC;ATP5PO;NDUFB5;NDUFS2;NDUFS4;NDUFB6;NDUFS1;ATP5PB;SDHD;ATP5F1C;ATP5MJ;ATP5MC1;ATP5MK;ATP5MC3;PPARA;PPARGC1A;PINK1;ALDOA;VCP;PRKAG2;COX11;DMAC2L;PARP1;NME7;ADK;NME6;AK4;AK3
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	NDUFS5;NDUFAF2;TMEM126A;NDUFB1;NDUFB8;NDUFB2;ACAD9;NDUFA1;NDUFA8;NDUFA10;DMAC2;NDUFB9;NDUFC1;NDUFAF5;DMAC1;NDUFA12;NDUFC2;COA1;NUBPL;NDUFAB1;NDUFAF7;NDUFB3;TIMM21;NDUFA5;NDUFS3;NDUFA9;OXA1L;NDUFB4;NDUFA6;LYRM2;NDUFB5;NDUFS2;NDUFS4;NDUFAF6;NDUFAF4;NDUFB6;NDUFS1;FOXRED1;TMEM186;NDUFAF1;TMEM126B
respirasome	respirasome;mitochondrial respirasome;respiratory chain complex	COX6B1;NDUFA2;COX8C;UQCRQ;NDUFS7;NDUFV3;NDUFS5;COX4I1;CYC1;COX5B;COX6C;C2orf69;RAB5IF;NDUFB1;NDUFB8;NDUFB2;NDUFA1;NDUFA8;COX5A;NDUFA10;DMAC2;UQCRB;COX8A;NDUFV1;NDUFB9;NDUFC1;UQCRHL;DMAC1;NDUFA12;NDUFC2;UQCRC1;SDHA;NDUFA4;NDUFAB1;COX7C;NDUFV2;UQCRFS1P1;NDUFB3;COX7A2;UQCRH;HIGD1A;NDUFA5;NDUFS3;UQCRC2;NNT;CYCS;COX7B;NDUFA9;SDHB;NDUFB4;NDUFA6;SDHC;COX7A2L;NDUFB5;NDUFS2;NDUFS4;UQCRFS1;NDUFB6;NDUFS1;STMP1;COX15;FOXRED1;SDHD;COA6;NDUFAF1
amino acid activation	amino acid activation;tRNA aminoacylation;aminoacyl-tRNA ligase activity;tRNA aminoacylation for protein translation;ligase activity, forming carbon-oxygen bonds	KARS1;AARSD1;GARS1;TARS2;GATB;LARS1;SARS1;LARS2;QARS1;FARSB;FARS2;TARS3;RARS1;MARS2;AARS1;PARS2;QRSL1;EARS2;NARS1;DARS2;IARS1;AASDH;IARS2;YARS2;TARS1;HARS2;NARS2;EPRS1;WARS2;DARS1
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	MRPL36;MPV17L2;MRPL20;MRPL4;MRPL38;MRPL34;MTERF4;MRPL43;MRPL40;MRPL27;MRPL10;MRPL51;MRPL37;MRPL14;MRPL49;MRPL57;MRPL24;MRPL17;MRPL2;MRPL21;MRPL18;MRPL33;MRPL58;MRPL45;MRPL46;MRPL22;MRPL32;MRPL48;MRPL13;MRPS18A;MRPL50;MRPL35;MRPL16;MRPL44;MRPL9;MRPL15;MRPL3;MRPL47;MRPL42;MRPS30;MRPL30;MRPL39;MRPL19;MRPL1
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I;NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase activity;NADH dehydrogenase (quinone) activity;NAD(P)H dehydrogenase (quinone) activity;oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	NDUFA2;NDUFS7;NDUFV3;NDUFS5;NDUFB1;NDUFB8;NDUFB2;NDUFA1;NDUFA8;NDUFA10;DMAC2;NDUFV1;NDUFB9;NDUFC1;DMAC1;NDUFA12;NDUFC2;NDUFA4;NDUFAB1;NDUFV2;NDUFB3;NDUFA5;NDUFS3;NDUFA9;NDUFB4;NDUFA6;NDUFB5;NDUFS2;NDUFS4;NDUFB6;NDUFS1;FOXRED1;NDUFAF1;ENOX1;AIFM1;NDUFA7;NDUFB10;NQO2;CBR4;DHRS4;CRYZL1;CRYZ
