representative	grouped_terms	genes
B cell mediated immunity	B cell mediated immunity;immunoglobulin mediated immune response	CLU;IGHV2-5;ZP3;CD40;GAPT;C2;IGHV3-73;C8A;XCL1;MPL;CD74;NBN;SHLD2;C3;FCGR3A;IGHV3-48;C4BPA;C1QB;SERPING1;C1QC;IGHV3-64;IGHV3-66;FCGR2C;IGHV3-7;CD27;IGHG4;C1QA;LTA;CSF2RB;IGHV2-70;IGHV1-69;SWAP70;C5;IGHV3-11;EXO1;PAXIP1;C6;FCER1G;IL21R;MYD88;IGLC7;IGHV3-64D;IGHV6-1;C9;CFI;IGHG1;IGHV2-26;MSH2;CR1L;IGHV3-49;IGHM;IGHV1-69-2;IGHV5-51;IGLC6;C1S;IGHV5-10-1;CD70;BTK;CD226;IGHA1;TGFB1;IGHV1-18;FCER2;IGHV4-61;IL13RA2;IGKC;IGHG3;IGHV4-31;PRKCD;IGHV3-33;IGHV3-15;IGHV1-69D;IL2RB;IGLC2;IGHV3-30;FCGR2B;TNF;IGHV4-28;IGLC3;PTPN6;IGHV4-59;IGHV3-13;FCER1A;IGHV1-24;IGHV4-34;RNF8;IGHV4-39;IGHV1-45;IGLC1;IGHG2;IGHV3-74
primary lysosome	primary lysosome;azurophil granule	MAN2B1;ABCA13;ARG1;ANXA11;CAP1;GNS;PSEN1;TMEM179B;ANXA2;RAB5C;DYNC1H1;NCSTN;GAA;CPNE1;ARHGAP45;DDOST;GCA;RETN;CD68;GLB1;STX7;CPNE3;HEXB;CPPED1;C3;VAT1;GRN;SLCO4C1;NAPRT;DNAJC13;NFAM1;DSN1;ACLY;VAMP8;FUCA1;TRAPPC1;STK11IP;NDUFC2;RNASE2;PSAP;LYZ;SDCBP;PRCP;FUCA2;HEXA;LAMP2;PYCARD;VCP;PSMD1;TUBB4B;CEACAM8;ACTR10;TUBB;ATP8A1;PLAC8;NPC2;IRAG2;VNN1;CEACAM6;PRKCD;DEFA4;GDI2;RNASE3;ADA2;RNASET2;MGST1;BPI;MPO;GGH;CTSG;PRTN3;DEFA3;RAB44;ELANE;PRSS57;AZU1
cytoplasmic vesicle lumen	cytoplasmic vesicle lumen;secretory granule lumen;vesicle lumen	SERPINA1;GCA;RETN;PKM;GLB1;PCYOX1L;PSMD13;KPNB1;TMSB4X;ALAD;CRISP3;ORM1;ERP44;SERPINI1;FERMT3;HEXB;CPPED1;QPCT;SELENOP;F5;C3;VAT1;GRN;NAPRT;MMP8;FN1;SERPING1;DSN1;ACLY;TIMP1;HRG;FUCA1;IDH1;PSMA5;ALOX5;CAT;ACTN4;ATG7;TRAPPC1;PLG;SRGN;PSMC2;STK11IP;DOCK2;PSMD7;DERA;FASLG;CHIT1;SCCPDH;RNASE2;PF4;LYZ;FGR;SDCBP;PSMD6;PRG3;FUCA2;PYCARD;PSMB7;MMRN1;ILF2;HMGB1;XRCC5;COMMD9;TCN1;FCN1;VCP;TF;PGAM1;PRDX4;PSMD1;PSMB1;TUBB4B;EEF1A1;ALDOC;ALB;LTF;ACTR10;TUBB;CLEC3B;PLAC8;NPC2;BIN2;KNG1;CTSW;PGLYRP1;PDGFB;PSMD3;CSNK2B;TGFB1;COTL1;ACAA1;PRKCD;F8;HPSE;DEFA4;APOH;OSCAR;GDI2;SCG3;RNASE3;XRCC6;PENK;GMFG;PSMA2;PTPN6;ADA2;RNASET2;CFP;CFD;BPI;MPO;GGH;CTSG;PRTN3;ACTN2;AMPD3;DEFA3;ELANE;EPX;PRSS57;AZU1
lymphocyte mediated immunity	lymphocyte mediated immunity;adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	CLU;IGHV2-5;NLRP3;ZP3;CD40;UNC93B1;GAPT;CCR2;STX7;C2;IGHV3-73;FUT7;C8A;NCR1;RIPK3;LGALS9;XCL1;MPL;CD74;CD2;VAV1;NBN;SHLD2;RAET1E;C3;FCGR3A;IGHV3-48;C4BPA;C1QB;SERPING1;C1QC;IGHV3-64;IGHV3-66;FCGR2C;IGHV3-7;CD27;WAS;KLRC1;IGHG4;SLAMF6;C1QA;MYO1G;LTA;SPN;CSF2RB;IGHV2-70;IGHV1-69;SWAP70;C5;NCKAP1L;IGHV3-11;EXO1;PAXIP1;C6;FCER1G;IL21R;HMGB1;MYD88;IGLC7;KLRD1;IGHV3-64D;IGHV6-1;SASH3;PRF1;C9;GZMM;TUBB4B;CD160;HLA-DRA;CFI;ULBP3;IGHG1;IGHV2-26;FBXO38;MSH2;HLA-DRB1;CR1L;IL6;IGHV3-49;IGHM;NKG7;TUBB;IGHV1-69-2;IGHV5-51;IGLC6;C1S;IGHV5-10-1;CD70;PRDX1;BTK;CD226;IGHA1;TGFB1;IGHV1-18;SMAD7;FCER2;IGHV4-61;SLAMF7;IL13RA2;IGKC;IGHG3;IGHV4-31;PRKCD;CLC;IGHV3-33;CLEC12B;IGHV3-15;CLEC4G;IGHV1-69D;IL2RB;CORO1A;IGLC2;IGHV3-30;FCGR2B;TNF;IGHV4-28;CD1C;IGLC3;PTPN6;IGHV4-59;IGHV3-13;IL4I1;FCER1A;IGHV1-24;IGHV4-34;RNF8;ARRB2;IGHV4-39;IGHV1-45;IGLC1;IGHG2;IGHV3-74;LEP;KDM5D;ZBTB7B;TLR4;ASCL2;MEF2C;PRKCQ;CD4;LOXL3;CLEC7A;IL33;SEMA4A
DNA-binding transcription repressor activity	DNA-binding transcription repressor activity;DNA-binding transcription repressor activity, RNA polymerase II-specific	HES2;SALL1;NFIL3;FOXP3;HIC2;CEBPB;ZBTB5;FOXK2;TBX15;ATF3;FOXO1;ZNF281;GLIS3;PRDM2;THAP11;ZBTB49;ZFHX3;KCNIP3;GZF1;ETV7;JDP2;ZNF217;BCL6;ZNF175;ZNF131;SKI;FOXP4;POU5F1;ZBTB16;OVOL2;E2F6;CREM;PROX1;CREB3L1;MAX;FOXK1;TGIF1;HIVEP1;NFE2L3;FOXO3;SOX6;JUN;PPARD;TBX18;ZBTB20;ZBTB7A;IRF8;ETS2;IRF3;ZNF668;FOXP1;PRRX1;MXD1;ZBTB10;TGIF2;TWIST1;VAX2;MNX1;TRPS1;BACH2;ZBTB6;NACC1;MSX1;ZNF239;ZBTB21;TFAP2C;MAFK;LEF1;GTF2IRD1;TCF21;CDX2;FOXQ1;RORC;TCFL5;ZNF750;KLF16;ZBTB8A;PURB;ZNF692;MZF1;CC2D1B;TCF7;ASCL1;OVOL1;REST;TBX3;HEY1;THAP1;ZNF91;HINFP;TFAP2A;HES6;ZBTB18;IKZF5;HSF1;ZNF536;ZNF219;ZBTB2
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;ribonucleotide biosynthetic process;purine-containing compound biosynthetic process;purine nucleotide biosynthetic process;nucleoside phosphate biosynthetic process;nucleotide biosynthetic process	NDUFB5;GUCY2C;ADCY7;ACOT7;ELOVL4;ELOVL6;ATP5MF;PINK1;AMPD1;ATP5ME;MTHFD1;NDUFA8;ENO1;TMSB4X;NDUFS2;NDUFV2;GART;NDUFA10;ELOVL2;ADCY2;PDHA1;NDUFS3;DLD;SDHA;AK3;ACSBG2;ADSL;AK4;ATP5PO;ATP5F1B;ATP5MK;NDUFV3;ACLY;NDUFA9;NDUFC1;SNCA;SDHB;NPR1;NDUFB10;GMPS;NDUFS1;ATP5PB;ACSL5;COX11;NDUFA6;NPPB;SLC25A13;STOML2;NDUFC2;PPT1;NDUFB4;ATP5F1A;ATP5F1C;MMUT;ATP5MC2;ACACA;VCP;DNAJC30;ACAT1;ADCY8;NDUFS5;SDHC;PDHB;LIPA;MPC2;LDHC;DMAC2L;ATP5PF;TGFB1;AK5;PAPSS1;ACSS2;TECR;NDUFS4;PPCS;PAICS;AMPD3;G6PD;NOS1;HAAO;PARP9;DGUOK;NAPRT;PRTFDC1;NT5E;PTGIS;NMRK2;ADA2;AK8;ME1;TK1;RRM2;RRM1
cholesterol biosynthetic process	cholesterol biosynthetic process;secondary alcohol biosynthetic process;sterol biosynthetic process	MVD;CYP51A1;CYP7A1;HMGCR;IDI1;NPC1L1;LIPA;DHCR7;PRKAA2;EBP;LSS;MVK;MSMO1;LPCAT3;FDPS;G6PD;ABCG4;SREBF2;HMGCS1;ACAA2;NSDHL;FDFT1;ERG28;SQLE
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;aerobic electron transport chain;respiratory electron transport chain	MIR210;NDUFB1;NDUFB3;COX6B1;PARK7;BID;NDUFA12;COX6C;UQCRH;NDUFB9;UQCRB;COX7A1;CYC1;NDUFB6;COX5A;COX6A1;COX7A2;NDUFAF1;NDUFA1;UQCR10;COX4I1;GHITM;NDUFB5;PINK1;COX7C;CDK1;MTCO2P12;NDUFA8;COX8A;DGUOK;NDUFS2;NDUFV2;SDHAF2;NDUFA10;NDUFS3;DLD;SDHA;UQCRC1;NDUFV3;NDUFA9;UQCRFS1;NDUFC1;SNCA;SDHB;NDUFB10;COX6A2;NDUFS1;NDUFA6;NDUFC2;NDUFA4;NDUFB4;COX15;CCNB1;NDUFS5;SDHC;UQCRC2;NDUFS4;UQCRHL;DNAJC15;ETFDH;SLC25A13;GPD1;ETFB;ETFA;VPS54;ETFRF1
sister chromatid segregation	sister chromatid segregation;mitotic sister chromatid segregation	ANAPC1;INCENP;RACGAP1;PRAP1;BAZ1B;CENPI;SMARCA5;ZW10;TUBG1;POLDIP2;ANAPC2;NEK6;ZNF207;CDK1;SKA3;TACC3;KIF18B;CDT1;KPNB1;RMDN1;SPDL1;NUSAP1;CHMP4A;TPX2;RIOK2;CHMP2A;DIS3L2;BECN1;ZWINT;TTK;KNL1;TOP2B;SMARCB1;BIRC5;NCAPG;KLHL22;SKA1;UBE2C;ANAPC5;RMI2;ZWILCH;UHRF1;KIF23;MYBL2;MAD2L1;IK;NCAPH;CENPE;SPC24;KIF4A;KIF11;RANGRF;HASPIN;CENPC;TOP2A;DLGAP5;KIF2C;NEK2;PLK1;NSL1;KIFC1;PSMG2;SKA2;STAG1;NDC80;BUB1;HECW2;CDCA8;CDCA5;BRD7;CHMP3;CCNB1;SPC25;TTN;DYNC1LI1;CENPF;CDC20;ANAPC15;NCAPG2;BUB1B;PRC1;RHOA;ESPL1;AURKB;NSMCE2;KIF22;SMARCE1;KAT5;CDC23;DRG1;ACTL6A;SMC3
mitotic sister chromatid separation	mitotic sister chromatid separation;regulation of mitotic sister chromatid separation;chromosome separation;regulation of mitotic metaphase/anaphase transition;regulation of sister chromatid segregation;metaphase/anaphase transition of mitotic cell cycle;metaphase/anaphase transition of cell cycle;regulation of metaphase/anaphase transition of cell cycle	PPP2R1A;CUL3;INCENP;PRAP1;ZW10;ZNF207;SPDL1;DIS3L2;ZWINT;TTK;KNL1;BIRC5;KLHL22;UBE2C;ANAPC5;ZWILCH;MAD2L1;IK;SPC24;HASPIN;DLGAP5;PLK1;PSMG2;NDC80;BUB1;CDCA8;CCNB1;SPC25;DYNC1LI1;CENPF;CDC20;ANAPC15;BUB1B;ESPL1;AURKB;NSMCE2;CDC23;ANAPC1;ANAPC2;NEK6;CDK1;TACC3;RIOK2;BECN1;SMARCB1;RMI2;CENPE;HECW2;BRD7;SMARCE1;KAT5;ACTL6A;NCAPG;NCAPH;NCAPG2;M1AP;CDC27;NUF2
regulation of chromosome segregation	regulation of chromosome segregation;regulation of sister chromatid segregation;metaphase/anaphase transition of mitotic cell cycle	CDC27;NUF2;HORMAD1;CUL3;ANAPC1;INCENP;PRAP1;ZW10;ANAPC2;NEK6;ZNF207;CDK1;TACC3;SPDL1;RIOK2;BECN1;ZWINT;TTK;KNL1;SMARCB1;BIRC5;IHO1;NCAPG;KLHL22;UBE2C;ANAPC5;RMI2;ZWILCH;CDCA2;MAD2L1;IK;NCAPH;CENPE;SPC24;HASPIN;DLGAP5;KIF2C;PLK1;MKI67;PSMG2;NDC80;BUB1;HECW2;CDCA8;BRD7;CCNB1;SPC25;DYNC1LI1;CENPF;CDC20;ANAPC15;NCAPG2;BUB1B;RAD18;ESPL1;AURKB;NSMCE2;SMARCE1;KAT5;CDC23;ACTL6A
aerobic respiration	aerobic respiration;cellular respiration	BID;ARL2;NDUFA12;COX6C;MTFR1;ACO2;UQCRH;NDUFB9;UQCRB;COX7A1;CYC1;NDUFB6;COX5A;COX6A1;COX7A2;ATP5F1E;DLAT;SLC25A33;NDUFAF1;IDE;NDUFA1;UQCR10;COX4I1;GHITM;MDH1;NDUFB5;OXA1L;ATP5MF;PINK1;ATP5ME;FH;COX7C;CDK1;MTCO2P12;NDUFA8;COX8A;TEFM;TMEM135;DGUOK;NDUFS2;NDUFV2;SDHAF2;SUCLA2;NDUFA10;ACTN3;PDHA1;NDUFS3;DLD;SDHA;ADSL;AK4;ATP5PO;ATP5F1B;UQCRC1;SUCLG1;NDUFV3;ACLY;NDUFA9;UQCRFS1;NDUFC1;SNCA;IDH1;CAT;SDHB;NDUFB10;COX6A2;NDUFS1;MTFR2;ATP5PB;BLOC1S1;NDUFA6;STOML2;NDUFC2;IDH2;NDUFA4;NDUFB4;IDH3B;ATP5F1A;ATP5F1C;VCP;COX15;DNAJC30;MSH2;CCNB1;NDUFS5;SDHC;PDHB;IDH3G;ATP5PF;UQCRC2;RHOA;NDUFS4;TNF;FXN;UQCRHL;DNAJC15;PIK3CA;PRDM16;ETFDH;SLC25A13;GPD1;ETFB;ETFA;VPS54;ETFRF1
ATP biosynthetic process	ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process	ATP5MF;PINK1;ATP5ME;NDUFA8;ENO1;TMSB4X;NDUFS2;NDUFV2;NDUFA10;NDUFS3;SDHA;ATP5PO;ATP5F1B;ATP5MK;NDUFV3;NDUFA9;NDUFC1;SDHB;NDUFB10;NDUFS1;ATP5PB;COX11;NDUFA6;SLC25A13;STOML2;NDUFC2;NDUFB4;ATP5F1A;ATP5F1C;ATP5MC2;VCP;DNAJC30;NDUFS5;SDHC;LIPA;LDHC;DMAC2L;ATP5PF;TGFB1;NDUFS4;AK3;AK4
proton motive force-driven mitochondrial ATP synthesis	proton motive force-driven mitochondrial ATP synthesis;proton motive force-driven ATP synthesis	NDUFB9;NDUFB6;ATP5F1E;NDUFA1;NDUFB5;ATP5MF;ATP5ME;NDUFA8;NDUFS2;NDUFV2;NDUFA10;NDUFS3;SDHA;ATP5PO;ATP5F1B;NDUFV3;NDUFA9;NDUFC1;SDHB;NDUFB10;NDUFS1;ATP5PB;NDUFA6;STOML2;NDUFC2;NDUFB4;ATP5F1A;ATP5F1C;DNAJC30;NDUFS5;SDHC;ATP5PF;NDUFS4;ATP5MK;ATP5MC2
ribosomal subunit	ribosomal subunit;ribosome	MRPL1;MRPS21;RPL41;RPL34;MRPL9;RACK1;CHCHD1;MRPL21;RPL38;RPL39;MTERF4;RPL19;MRPS35;MRPS34;MRPL30;RPLP0P6;RPL10;MRPS6;MRPL15;RPS6;MRPL57;RPL23A;RPS27;RPL4;MRPS23;DHX29;MRPS2;MRPL3;MRPL23;RPS23;EIF2D;MRPS16;MRPL2;MRPL32;RPL29;NPM1;NSUN3;RPS14;MRPL16;RPL23;MRPL37;MRPL58;MRPL19;UBA52;RPS3A;MRPL39;MRPL45;MRPL54;MRPL27;MRPS18A;MRPS31;RPS13;RPS11;RPL5;RPL22;MRPL44;MRPS22;RPS26;RPL37;RPL21;DAP3;RPL32;RPL15;RPL7;RPL11;MRPL46;ZCCHC17;MRPL13;MRPL22;EIF2A;RPS4X;RPL30;RPL26L1;MRPS28;MRPS9;MRPS18C;MRPS33;MRPS10;MRPS14;RPL26;MRPL20;RPL39L;MRPL51;MRPL14;MRPS18B;RPL3L;MRPL48;RPL36AL;RPS4Y1;SRP68;HBS1L;ABCE1;EIF2AK2;APEX1;RPL13AP3;PSMA6;USP10;EEF1A1;APOD;ELAVL4
killing of cells of another organism	killing of cells of another organism;disruption of cell in another organism;disruption of anatomical structure in another organism	GBP7;HRG;GZMH;ROMO1;PF4;C5;LYZ;C6;CHGA;MYD88;RPL30;GBP5;PRF1;C9;GZMM;CFHR5;LTF;NKG7;PGLYRP1;SYK;FCER2;CFHR2;CLEC7A;DEFA4;GZMA;CTSG;DEFA3;ELANE;AZU1;CSNK2B
mitochondrial respirasome	mitochondrial respirasome;respiratory chain complex;respirasome	SURF1;NDUFB1;NDUFB3;COX6B1;NDUFA12;COX6C;UQCRH;NDUFB9;UQCRB;COX7A1;CYC1;NDUFB6;COX5A;COX6A1;COX7A2;NDUFAF1;NDUFA1;UQCR10;COX4I1;NDUFB5;COX7C;MTCO2P12;NDUFA8;COX8A;NDUFS2;NDUFV2;NDUFA10;NDUFS3;SDHA;UQCRC1;NDUFV3;NDUFA9;UQCRFS1;NDUFC1;SDHB;NDUFB10;COX6A2;NDUFS1;C15orf48;NDUFA6;NDUFC2;NDUFA4;NDUFB4;COX15;FOXRED1;NDUFS5;SDHC;UQCRC2;NDUFS4;UQCRHL;NDUFA4L2
sarcomere	sarcomere;myofibril;contractile fiber	LMOD1;ENO1;JPH2;ASB2;CAPZB;RYR2;ACTN3;PALLD;SCN5A;FBXO32;PDLIM7;OBSL1;PRKD1;ACTC1;RTN2;FHL3;ACTN4;KCNA5;RPL15;CFL2;PGM5;REM1;KLHL40;LDB3;MYL12B;CSRP3;TCAP;PSMA6;CASQ1;SLC2A1;SLC8A1;TNNI2;FRG1;MYL3;NEBL;MYH7;ABRA;SCN3B;TNNI3;TTN;TNNT2;SCN1A;MYZAP;TNNC2;MYL1;XIRP2;TNNC1;ACTA1;TNNT1;TRIM63;MYBPC3;MYLK2;MYL2;CALM1;UNC45B;RYR1;TRIM54;CASQ2;MYOT;TNNT3;CACNA1S;NEB;MYOZ2;MYBPC1;LMOD3;ACTN2;KLHL41;MYOZ1;SYNPO2L;LMOD2;MYOD1;MYH11
uronic acid metabolic process	uronic acid metabolic process;glucuronate metabolic process	ABHD10;UGT1A6;SORD;CRYL1;UGT2B17;UGT2A3;UGT1A9;UGT2B4;UGT1A1;PRKCE;AKR1A1;UGT2B28
