representative	grouped_terms	genes
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;mitochondrial respirasome;aerobic electron transport chain;respiratory chain complex;respiratory electron transport chain;respirasome	NDUFS7;COX8A;COX7B;NDUFC2;COX6A1;CHCHD2;COX5B;PINK1;NDUFB6;SDHAF2;NDUFA1;NDUFB3;UQCRB;DGUOK;NDUFV3;COX7A2;NDUFB10;NDUFA12;UQCRQ;NDUFAB1;UQCR10;NDUFA10;SDHC;COX6C;COX4I1;NDUFA4;NDUFAF1;COX5A;CYC1;COX7C;SDHA;NDUFB9;UQCRFS1;NDUFA8;GHITM;UQCRC1;NDUFS3;NDUFB5;NDUFC1;NDUFA9;SDHB;DLD;NDUFS2;NDUFB4;NDUFS5;NDUFS1;NDUFA6;NDUFS4;COX15;UQCRHL;UQCRC2;DNAJC15;C15orf48;FOXRED1;NDUFA4L2;COX6B1;SNCA;UQCRH;PARK7;NDUFV2;COQ9;ETFDH;SLC25A13;ETFA;VPS54;GPD1;ETFRF1
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	MRPL28;MRPL45;MRPL33;MRPL41;MRPL37;MRPL23;MRPL38;MRPL57;MRPL35;MRPL54;MRPL24;MRPL3;MRPL47;MRPL21;MRPL58;MRPL30;MRPL2;MRPS18A;MRPS30;MRPL48;MRPL9;MRPL20;MRPL16;MRPL27;MRPL1;MRPL40;MRPL13;MRPL32;MRPL51;MRPL46;MRPL44;MRPL19;MRPL15;MRPL22;MRPL14;MRPL39
proton motive force-driven mitochondrial ATP synthesis	proton motive force-driven mitochondrial ATP synthesis;proton motive force-driven ATP synthesis	NDUFS7;ATP5F1E;ATP5ME;NDUFC2;ATP5PD;NDUFB6;NDUFA1;ATP5MF;NDUFB3;NDUFV3;NDUFB10;NDUFA12;NDUFAB1;NDUFA10;SDHC;STOML2;SDHA;NDUFB9;ATP5PO;NDUFA8;NDUFS3;NDUFB5;NDUFC1;ATP5F1C;NDUFA9;SDHB;ATP5F1B;NDUFS2;ATP5PB;ATP5F1A;NDUFB4;NDUFS5;NDUFS1;NDUFA6;ATP5PF;NDUFS4;DNAJC30;ATP5MC2;ATP5MC3;ATP5MK
organellar ribosome	organellar ribosome;mitochondrial ribosome	AURKAIP1;MRPS34;MRPS14;NDUFA7;MRPL17;MRPS15;CHCHD1;MRPL28;MRPL45;MRPS2;MRPL33;MRPS7;MRPS35;MRPL41;MRPL37;MRPL23;MRPL38;MRPL57;MRPL35;MRPL54;MRPL24;MRPS18B;MRPL3;MRPL47;MRPL21;MRPL58;MRPL30;MRPL2;MRPS18A;MRPS18C;MRPS23;MRPS30;MRPL48;MRPL9;MRPL20;MRPS16;MRPL16;MRPL27;MRPL1;MRPL40;MRPL13;MRPL32;MRPL51;MRPS33;MRPL46;MRPS28;MRPL44;DAP3;MRPL19;MRPL15;MRPL22;MRPS22;MRPS10;MRPS9;MRPL14;MRPL39;MRPS31
ATP biosynthetic process	ATP biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process	NDUFS7;TGFB1;ATP5F1E;ATP5ME;LIPA;NDUFC2;VCP;ATP5PD;PINK1;LDHC;NDUFB6;NDUFA1;ATP5MF;NDUFB3;ATP5MC2;NDUFV3;NDUFB10;NDUFA12;NDUFAB1;ATP5MC3;NDUFA10;SDHC;ALDOA;SLC25A13;COX11;STOML2;ATP5MK;SDHA;NDUFB9;ATP5PO;NDUFA8;ENO1;NDUFS3;NDUFB5;NDUFC1;ATP5F1C;NDUFA9;SDHB;ATP5F1B;NDUFS2;ATP5PB;ATP5F1A;NDUFB4;NDUFS5;NDUFS1;NDUFA6;ATP5PF;NDUFS4;DMAC2L;DNAJC30;NME2P1;NME1;NME5;AK4;ATP5MJ;CTPS2;AK3
aerobic respiration	aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds	BNIP3;COX6B1;DLST;SNCA;UQCRH;PARK7;UQCC2;OGDH;NDUFV2;MSH2;IDH3A;OXA1L;COQ9;AK4;NDUFS7;COX8A;ATP5F1E;ATP5ME;CAT;IDE;CS;COX7B;NDUFC2;COX6A1;VCP;CHCHD2;ATP5PD;COX5B;PINK1;NDUFB6;SDHAF2;NDUFA1;ATP5MF;NDUFB3;SLC25A33;UQCRB;IDH3G;IDH1;DGUOK;NDUFV3;COX7A2;NDUFB10;NDUFA12;UQCRQ;SUCLA2;NDUFAB1;UQCR10;NDUFA10;SDHC;ACLY;COX6C;COX4I1;TNF;NDUFA4;NDUFAF1;COX5A;STOML2;CYC1;COX7C;SDHA;RHOA;NDUFB9;FH;TEFM;COX10;ATP5PO;UQCRFS1;NDUFA8;GHITM;UQCRC1;FXN;NDUFS3;NDUFB5;MDH1;NDUFC1;ATP5F1C;NDUFA9;TMEM135;SDHB;ATP5F1B;IDH3B;PDHA1;DLAT;DLD;NDUFS2;ACO2;ADSL;ATP5PB;ATP5F1A;NDUFB4;NDUFS5;SUCLG1;NDUFS1;NDUFA6;ATP5PF;NDUFS4;PDHB;COX15;UQCRHL;UQCRC2;DNAJC30;DNAJC15;TRAP1;ETFB;NOS2;CHCHD5;CHCHD4;ETFDH;CISD1;SLC25A13;ETFA;PNPT1;VPS54;GPD1;ETFRF1;ADGRF5;AGL;NHLRC1;PGM2;GYG2;KHK;IGF1;GCK;PPP1R3A;UGP2;PYGL;TP53;ACADM;MT3;KL;PHLDA2;GBE1;NR1D1;LEP;ADGRF1;PPP1R2
proteasome complex	proteasome complex;endopeptidase complex;peptidase complex	UBE3A;UBQLN1;PSMC3;ZFAND2A;PSMD5;VCP;PSMD8;PSMB6;PSMD11;PSME1;PSMA5;PSMA1;ECPAS;RAD23A;PSMD2;PSMC4;PSMD12;RAD23B;USP14;PAAF1;UCHL5;PSMD7;PSMB10;PSMC1;PSMD4;PSMA7;PSMD14;TXNL1;PSMB4;PSMD3;PSMC2;PSMD13;PSMB1;PSMB2;PSMD1;PSMC6;PSMA6;PSMB7;PSMD6;PSMA4;PSMA2;PSME4;PSMA3;PLAUR;CAPNS1;CAPN2;SF3B3;SUPT3H;TAF9;AFG3L2;SPCS1;ENY2
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;ribonucleotide biosynthetic process;purine-containing compound biosynthetic process;purine nucleotide biosynthetic process;nucleoside phosphate biosynthetic process;nucleotide biosynthetic process	ATIC;NDUFS7;ACAT1;AK3;TGFB1;ATP5F1E;ATP5ME;LIPA;ELOVL6;NDUFC2;VCP;AMPD1;ATP5PD;NME2P1;MTHFD1;NME1;PINK1;LDHC;NDUFB6;GMPS;NDUFA1;ATP5MF;PAPSS1;NDUFB3;ACSL6;NPPB;PDK4;PDHX;ATP5MC2;NDUFV3;NDUFB10;NDUFA12;NDUFAB1;ATP5MC3;NDUFA10;SDHC;ACLY;HSD17B12;AK2;ALDOA;SLC25A13;ACACB;COX11;STOML2;ATP5MK;MPC2;ACSL5;SDHA;NDUFB9;ACSL1;ACOT7;NME5;ATP5PO;NDUFA8;TECR;GART;ENO1;NDUFS3;NDUFB5;GUCY2C;NDUFC1;ACACA;MMUT;ATP5F1C;NDUFA9;SDHB;PAICS;ATP5F1B;AMPD3;PDHA1;DLAT;DLD;NDUFS2;ADSL;ATP5PB;ATP5F1A;NDUFB4;NDUFS5;PPCS;NDUFS1;NDUFA6;ATP5PF;NDUFS4;ACSS2;PDHB;DMAC2L;DNAJC30;CTPS2;PDK1;PRPSAP1;UPRT;CDA;PYGL;UMPS;UPP1;G6PD;ACSF3;GUCY2D;PRTFDC1;PGM2;ADA2;GCDH;NDUFV2;AK4;NOS2;ATP5MJ;PARP9;DGUOK;NOS3;NAPRT;SHMT1;GARS1;KARS1;RRM1
ribosomal subunit	ribosomal subunit;ribosome	MRPL17;RPL37;MRPS15;RPL29;CHCHD1;RPL15;RPL14;MRPL28;RPS13;RPS24;RPL36A;MRPL45;MRPS2;RPL5;RPS23;MRPL33;RPL24;MRPS7;RPL38;RPL39;MRPS35;RPL11;RPS11;MRPL41;RPL22;RPS6;MRPL37;MRPL23;RPL3L;RPL19;MRPL38;RPS25;RSL1D1;MRPL57;RPL23;RPL30;RPL32;MRPL35;RPL7;RPS26;MRPL54;MRPL24;MRPS18B;MRPL3;RPL4;MRPL47;RPS4Y1;RPS4X;NPM1;EIF2A;MRPL21;RPL39L;MRPL58;MRPL30;MRPL2;MRPS18A;MRPS18C;MRPS23;RPL36AL;MRPS30;RPL26L1;MRPL48;MRPL9;MRPL20;MRPS16;MRPL16;RPL26;MRPL27;ZCCHC17;MRPL1;MRPL40;MRPL13;MRPL32;MRPL51;MRPS33;MRPL46;MRPS28;MRPL44;DHX29;DAP3;MRPL19;MRPL15;MRPL22;MRPS22;MRPS10;MRPS9;MRPL14;MRPL39;MRPS31;NDUFA7;RPL13AP3;RPL22L1;ELAVL4;GSPT1;APOD;EIF4G1;RSL24D1;RNF14;EEF1A1;APEX1;HBS1L;MT3;USP10;ASCC2;ABCE1;PNPT1;PSMA6
secretory granule lumen	secretory granule lumen;cytoplasmic vesicle lumen;vesicle lumen	S100A12;HUWE1;AGL;APOA1;SERPINA1;AGA;PTPN6;CAP1;PGM2;ADA2;EGF;KNG1;MMRN1;GMFG;CCT2;DYNLT1;CLEC3B;FN1;GLB1;KPNB1;GGH;SPP2;PKM;PSMC3;CLU;PRKCD;IGF1;FABP5;TGFB1;SCG3;CAT;HEXB;TRAPPC1;VCP;TUBB;PPIA;PA2G4;HP;OLA1;SRP14;S100A9;CFP;PRDX4;PENK;PSMD11;PSMA5;ERP44;CDA;ALAD;CFD;ILF2;FGR;PFKL;RNASET2;FUCA1;COMMD9;SERPING1;SERPINI1;PSMD2;IDH1;HMGB1;PSMD12;NIT2;ANXA2;EEF1A1;S100A7;PCSK1;PYGL;CCT8;ACLY;TIMP1;TUBB4B;PPBP;PLG;ALDOA;SCCPDH;S100A8;DERA;ALB;ORM1;FUCA2;SDCBP;GPI;PSMD7;SELENOP;ATG7;APOH;F8;OSCAR;PSMD14;CPPED1;ACTN4;SRGN;NAPRT;PSMD3;F5;PSMC2;PSMD13;PSMB1;RETN;GDI2;XRCC5;CSNK2B;RNASE2;ACAA1;OLFM4;PSMD1;TF;AMPD3;CSTB;PRG3;CTSG;SERPINE1;CAMP;PSMB7;ALDOC;S100P;MMP8;PSMD6;PF4;PSMA2;ARG1;XRCC6;CRISP3;PGLYRP1;PGAM1;HSPA6;RNASE3;BPI;LTF;ACTR10;DEFA4;CHIT1;TCN1;DEFA3;EPX;PRTN3;MPO;PRSS57;ELANE;AZU1
