representative	grouped_terms	genes
mitotic sister chromatid segregation	mitotic sister chromatid segregation;sister chromatid segregation	KIF2A;TENT4A;LSM14A;KNSTRN;NCAPH2;KPNB1;IK;CHMP4A;NCAPD2;KIF14;CHMP7;MAD1L1;MAD2L1BP;ANAPC15;ANAPC11;PPP2R1A;NUDC;SMARCA5;SPDL1;CLASP2;BAZ1B;EML4;INCENP;KATNB1;MAP10;MAD2L1;CHMP4B;CHMP1B;CHMP1A;NUSAP1;PINX1;ANKRD53;RANGRF;HASPIN;KMT5A;CENPI;CENPE;DCTN2;NEK2;SPC25;CENPK;WAPL;MAD2L2;BUB1;KIF18A;DLGAP5;LCMT1;PLK1;NDC80;ZWINT;TTK;TPX2;NUF2;PHF13;CCNB1;SKA1;CDT1;CHMP6;BOD1;TRIP13;RACGAP1;MAPRE1;TUBG1;BIRC5;CENPF;RAN;CDK1;PRC1;KIF2C;NCAPH;AURKB;NCAPG;SPC24;BUB1B;KIF23;KIFC1;CDC20;CDCA8;KIF4A;MYBL2;KIF18B;KIF11;UHRF1;SKA3;CDCA5;UBE2C;DPF1;ARID2;CHFR;BCL7C;TACC3;DPF2;ACTB;SMARCA4;TOP2A;PHF10;SMARCD1;BCL7A
condensed chromosome, centromeric region	condensed chromosome, centromeric region;kinetochore	SPDL1;ARID2;CENPW;CLASP2;INCENP;TP53BP1;CENPV;PHF2;CENPN;MAD2L1;CHMP4B;CHMP1B;CHMP1A;CENPU;ACTB;PINX1;CENPL;CLIP1;CENPI;CENPE;DCTN2;NEK2;SPC25;CENPK;KMT5C;SGO2;CENPB;BUB1;SMARCA4;KIF18A;DCTN5;PLK1;NDC80;ZWINT;TTK;NUF2;CENPA;NDE1;CCNB1;SKA1;CDT1;CHMP6;BOD1;PHF10;SMARCD1;BIRC5;CENPF;ERCC6L;CENPO;SGO1;KIF2C;AURKB;NCAPG;SPC24;BUB1B;CENPM;CDC20;PSEN2;SUMO3;SKA3;CENPX;AURKA;HJURP;LRWD1
nuclear division	nuclear division;organelle fission	KPNB1;BORA;RAD51D;BTBD18;IK;CHMP4A;ACTR3;NCAPD2;KIF14;EHMT2;CHMP7;CDC42;MAD1L1;MAD2L1BP;SUN1;ANAPC15;SPIRE1;ANAPC11;PPP2R1A;MASTL;CKS2;NME6;KLHDC8B;SIRT2;NUDC;SMARCA5;SPDL1;GPR3;TEX15;STAG3;RPS6KA2;CLASP2;BAZ1B;EML4;ING2;FOXJ2;INCENP;CHFR;KATNB1;TDRD12;MAP10;TOM1L2;FANCA;PSMC3IP;HSF2BP;MAD2L1;CHEK1;CHMP4B;FBXO43;CHMP1B;PTTG2;REEP4;CHMP1A;CCNE2;CEP85;NUSAP1;PINX1;RAD51AP1;ANKRD53;RANGRF;KLHDC3;FANCD2;HASPIN;KMT5A;CENPI;CENPE;DCTN2;IL1B;NEK2;SPC25;CENPK;DNMT3L;WAPL;MAD2L2;ANKLE2;NSFL1C;BUB1;KIF18A;DLGAP5;LCMT1;PHB2;PLK1;SYCE1L;NDC80;ZWINT;TTK;TPX2;NUF2;PHF13;NDE1;CCNB1;SKA1;FZR1;CDC25C;CDT1;CHMP6;BOD1;RANBP1;TOP2A;ASPM;SPHK1;P3H4;TRIP13;CDCA2;RACGAP1;MAPRE1;TUBG1;BIRC5;CENPF;CCNB2;RAN;EME1;CDK1;PRC1;ANLN;SGO1;TNF;SPIRE2;MSX1;KIF2C;EME2;NCAPH;BCL2L11;AURKB;RAD51;UBE2S;NCAPG;SPC24;UBE2I;MKI67;BUB1B;KIF23;LIF;KIFC1;PTTG1;CDC20;LRP5;PKMYT1;CDCA8;KIF4A;MYBL2;MEIOB;PDGFB;KIF18B;KIF11;UHRF1;SKA3;CDCA5;CENPX;UBE2C;RAD54L;AURKA;FBXW5;CCNE1;CORO1C;COX10;MIEF2;INF2;PGAM5;DNM1L;CYRIB;MUL1;RALA;MTFR2;PPARG;UCP2
structural constituent of ribosome	structural constituent of ribosome;ribosomal subunit;ribosome	MRPL20;RPL26;MRPS33;RPL36A;MRPL17;MRPL57;MRPL51;MRPL35;RPS28;MRPL23;MRPS21;MRPL2;RPL15;MRPL9;MRPS15;MRPL52;RPS8;RPS2;RPL24;RPL10A;RPL36AL;RPL32;RPL27;RPL31;MRPL14;RPL6;MRPL49;RPL23;RPL5;RPL22;RPS3;RPS27A;RPS18;RPLP0;MRPS2;RPS12;RPL13A;RPL17;FAU;RPL30;RPS25;RPL7A;RPL37;MRPS18C;RPS13;RPL14;RPS20;RPL39;MRPL11;RPL12;RPL28;RSL24D1;MRPS24;MRPL43;RPL38;RPL35;MRPS11;RPL29;RPL7;RPS23;MRPS6;MRPL33;RPL19;RPL35A;RPL11;RPS5;RPS14;MRPS7;RPSA;RPS10;RPL36;MRPS12;RPS11;MRPS17;MRPL12;RPS7;MRPS23;MRPL36;MRPS16;RPL27A;RPL39L;RPS16;RPS17;RPLP1;RPS3A;MRPL28;RPLP2;RPL23A;RPL18A;RPL41;RPS15A;RPL21;RPL10;RPL8;RPL37A;RPS27;UBA52;MRPL10;RPL13AP3;RPS15;RPS21;RPS29;MRPS34;CHCHD1;MRPS10;MPV17L2;NSUN4;MRPS26;RSL1D1;NPM1;RACK1;ZCCHC17;SNU13;NHP2;HBS1L;EEF1A1;EEF2;RNF25;ZNF598;APEX1;GSPT1;PSMA6;ETF1
focal adhesion	focal adhesion;cell-substrate junction	FLRT3;JUP;ACTN1;PDIA3;CAPN5;RAC2;TNS3;PVR;CYFIP1;ARPC5L;SDC4;TM4SF20;TNC;RHOA;ARMC5;SORBS3;SENP1;HSPG2;RPS8;ADAM9;RPS2;EVL;GJA1;SNTB1;YWHAE;GAK;ADAM10;HYOU1;RPL10A;GNA12;ARHGAP26;HSP90B1;YWHAB;P4HB;ARPC5;GNB2;RPL27;PDLIM7;ATP6V0A2;RPL31;FGFR3;ITGB2;RPL6;PLAUR;NOX4;RPL23;ACTN3;SLC6A4;RPL5;SCARF2;RPL22;EFS;RPS3;PLEC;RPS18;ITGB1;ALOX15B;RPLP0;SHROOM4;AFAP1;RPL13A;ARF6;LIMD1;PAK4;CASK;IL16;DNM2;MARCKS;ADD1;CD59;RPL30;CD44;RPL7A;PRKAR2A;RPS13;CAP1;PPIA;CORO2B;CAPN1;ACTR3;CDC42;RPL12;SLC4A2;CD99;CORO1C;ITGB6;BSG;MCAM;ITGB7;RPL38;MMP14;MSN;YWHAQ;FHL3;ARHGAP31;RPL7;RPL19;PABPC1;ARPC1B;HCK;DAB2;YWHAG;NPM1;RPS5;CLASP2;RPS14;PPFIA1;PAK1;PDPK1;RPS10;PTK7;CORO1B;ICAM1;PCBP2;TGM2;RPS11;CTTN;RPS7;MAP2K2;ACTG1;CDC42EP1;UBOX5;SLC9A1;TES;LASP1;PIP5K1C;CD151;GNA13;RPS16;XIRP1;L1CAM;AMBRA1;PFN1;RPS17;PLAU;MYH9;SDCBP;RPLP1;ACTB;FAP;ARPC2;FLII;RPS3A;CFL1;ITGA6;RPLP2;PEAK3;YES1;MPRIP;SH3KBP1;ARL2;YWHAZ;ATP6V0C;RPL8;TRIP6;CBL;RPL37A;ZYX;SVIL;ITGB4;RALA;GIT2;CTNNB1;KRAS;VASP;ACTN4;FLNB;RPS15;ITGAV;ZNF185;RHOG;ARHGEF2;FZD2;PARVB;TLE2;CSRP1;RPS29;JAK1;MAPRE1;PTK2;ITGA3;ITGA5;PXN;LIMK1;ANXA1;KIF23;ASAP3;TRIOBP;AKAP12;PIK3R2;TNS4;MAP4K4;HMGA1;ITGA2;GIT1;ITGB3;LAMA3;CIB2;FERMT3
spindle checkpoint signaling	spindle checkpoint signaling;regulation of mitotic sister chromatid segregation;negative regulation of mitotic nuclear division;negative regulation of chromosome segregation;negative regulation of metaphase/anaphase transition of cell cycle;negative regulation of chromosome separation;mitotic spindle assembly checkpoint signaling;spindle assembly checkpoint signaling;mitotic spindle checkpoint signaling;negative regulation of sister chromatid segregation;negative regulation of mitotic sister chromatid segregation;negative regulation of mitotic metaphase/anaphase transition;negative regulation of mitotic sister chromatid separation;regulation of mitotic sister chromatid separation;regulation of chromosome separation;chromosome separation;mitotic sister chromatid separation	IK;MAD1L1;MAD2L1BP;ANAPC15;SPDL1;INCENP;CHFR;MAD2L1;HASPIN;SPC25;MAD2L2;BUB1;LCMT1;PLK1;NDC80;ZWINT;TTK;NUF2;CCNB1;TRIP13;BIRC5;CENPF;AURKB;SPC24;BUB1B;CDC20;CDCA8;CDK1;NME6;TOM1L2;CHEK1;NCAPH2;NCAPD2;ANAPC11;DLGAP5;CSNK2A1;CSNK2A2;NCAPH;NCAPG;UBE2C;PPP2R1A
negative regulation of nuclear division	negative regulation of nuclear division;negative regulation of mitotic nuclear division;mitotic spindle assembly checkpoint signaling;spindle assembly checkpoint signaling;mitotic spindle checkpoint signaling;negative regulation of sister chromatid segregation;negative regulation of mitotic sister chromatid segregation;negative regulation of mitotic metaphase/anaphase transition;negative regulation of mitotic sister chromatid separation	IK;MAD1L1;MAD2L1BP;ANAPC15;NME6;SPDL1;RPS6KA2;INCENP;TOM1L2;MAD2L1;CHEK1;FBXO43;HASPIN;SPC25;MAD2L2;BUB1;LCMT1;PLK1;NDC80;ZWINT;TTK;NUF2;CCNB1;TRIP13;BIRC5;CENPF;AURKB;SPC24;BUB1B;LIF;CDC20;CDCA8
metaphase chromosome alignment	metaphase chromosome alignment;establishment of chromosome localization;chromosome localization	KPNB1;CHMP4A;KIF14;CHMP7;CDC42;MAD1L1;SIRT2;NUDC;SPDL1;EML4;INCENP;CHMP4B;CHMP1B;CHMP1A;PINX1;ANKRD53;CENPE;DCTN2;NEK2;SPC25;KIF18A;NDC80;ZWINT;NUF2;CCNB1;SKA1;TTL;CDT1;CHMP6;BOD1;RACGAP1;MAPRE1;BIRC5;CENPF;SGO1;FAM83D;KIF2C;AURKB;ECT2;SPC24;KIFC1;CDCA8;RCC2;SKA3;CDCA5;DYNC1H1;RRS1;KIF22;VPS4A;MAP1S;MAJIN;KNSTRN;SUN1;NDE1;ACTR3;KATNB1;DLGAP5
regulation of mitotic nuclear division	regulation of mitotic nuclear division;regulation of nuclear division	BORA;IK;CDC42;MAD1L1;MAD2L1BP;ANAPC15;ANAPC11;NME6;SPDL1;INCENP;TOM1L2;MAD2L1;CHEK1;FBXO43;NUSAP1;HASPIN;IL1B;NEK2;SPC25;MAD2L2;BUB1;DLGAP5;LCMT1;PLK1;NDC80;ZWINT;TTK;NUF2;CCNB1;CDC25C;SPHK1;TRIP13;CDCA2;BIRC5;CENPF;TNF;AURKB;SPC24;MKI67;BUB1B;CDC20;LRP5;PKMYT1;CDCA8;PDGFB;UBE2C;AURKA;FBXW5;SIRT2;GPR3;RPS6KA2;RAD51AP1;FZR1;MSX1;LIF
immunoglobulin mediated immune response	immunoglobulin mediated immune response;B cell mediated immunity	IGHV1-18;IGHV1-45;IGHV1-69D;IGHG1;IGHV5-51;IGHV3-21;IGHV3-11;IGHD;IGHV3-49;IGHV6-1;IGHV3-53;C7;IGHV5-10-1;IGHV3-48;NFKBIZ;IGHV4-31;IGHV4-59;IGHV3-64D;BCL6;IGHA2;IGHV4-34;IGHV2-5;IGHV1-3;IGHV4-61;FCGR2C;IGHV1-69;IGHV3-33;C5;IGHA1;IGKC;C6;C1RL;IGHV4-39;IGHV3-30;IGHV1-58;IGLC2;IGHV2-70D;SUSD4;IGLC6;IGHV2-26;IGHV4-28;SVEP1;TNFSF4;IGHV3-43;IGHV3-20;FOXP3;IGHV1-69-2;CFI;IGHV3-64;CD28;IGLC3;IGHV3-73;IGHG3;IGHV3-66;C9;IGHV1-24;IGHV3-23;TNFSF13;IGHV2-70;KMT5B;IGHV3-15;LIG4;SERPING1;IGHV3-72;IGHV3-13;IGHV3-7;HPX;APLF;NOD2;MASP2;IGLC1;CD81;BCL3;C1S;C4BPB;C8B;SHLD1;IGHV7-4-1;MSH6;CD74;IL9R;C1R;NBN;CD70
