ID	Description_mouse	NES_mouse	padj_mouse	Description_human	NES_human	padj_human	pattern
GO:0098803	respiratory chain complex	2.81001368305148	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:0006119	oxidative phosphorylation	2.80007050542569	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:0098800	inner mitochondrial membrane protein complex	2.68217563516153	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:0098798	mitochondrial protein-containing complex	2.65227594175606	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:0015986	proton motive force-driven ATP synthesis	2.6298311355131	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:1990351	transporter complex	2.61978873502798	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:0005747	mitochondrial respiratory chain complex I	2.61040100087122	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:0016054	organic acid catabolic process	-2.50183431669045	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:0033108	mitochondrial respiratory chain complex assembly	2.34567837145483	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:0032991	protein-containing complex	2.20023397627069	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:1901363	heterocyclic compound binding	-2.15396381913177	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:0006082	organic acid metabolic process	-2.11284022200853	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:0005743	mitochondrial inner membrane	2.00081018154616	4.42412214505382e-09	NA	NA	NA	mouse_specific
GO:0042773	ATP synthesis coupled electron transport	2.41659281627404	3.82371593914264e-08	NA	NA	NA	mouse_specific
GO:1990204	oxidoreductase complex	2.27755254210461	8.25617995784254e-08	NA	NA	NA	mouse_specific
GO:0097159	organic cyclic compound binding	-1.72872662908862	1.97901383777137e-07	NA	NA	NA	mouse_specific
GO:0097367	carbohydrate derivative binding	-1.98106136808634	1.99894524025687e-07	NA	NA	NA	mouse_specific
GO:1990904	ribonucleoprotein complex	2.20254005390269	2.12332302027318e-07	NA	NA	NA	mouse_specific
GO:1901566	organonitrogen compound biosynthetic process	1.84001513097294	2.46159196654311e-07	NA	NA	NA	mouse_specific
GO:0019646	aerobic electron transport chain	2.35496273078343	3.99086815936969e-07	NA	NA	NA	mouse_specific
GO:0044248	cellular catabolic process	-1.88530579656601	4.4094136170562e-07	NA	NA	NA	mouse_specific
GO:0022904	respiratory electron transport chain	2.24368954244345	5.71624105689747e-07	NA	NA	NA	mouse_specific
GO:0065003	protein-containing complex assembly	2.00084935868648	8.4598614621895e-07	NA	NA	NA	mouse_specific
GO:1901575	organic substance catabolic process	-1.8901897984401	1.26062898520444e-06	NA	NA	NA	mouse_specific
GO:0036094	small molecule binding	-1.6173882314013	1.97867631751688e-06	NA	NA	NA	mouse_specific
GO:0032787	monocarboxylic acid metabolic process	-2.01297668672197	2.04736297358506e-06	NA	NA	NA	mouse_specific
GO:1902494	catalytic complex	1.93280578447458	2.98673231578017e-06	NA	NA	NA	mouse_specific
GO:0035639	purine ribonucleoside triphosphate binding	-1.86919817012554	5.52663992607735e-06	NA	NA	NA	mouse_specific
GO:1901565	organonitrogen compound catabolic process	-1.98280818660766	2.45677901281837e-05	NA	NA	NA	mouse_specific
GO:0044085	cellular component biogenesis	1.75777684449522	2.47209747102654e-05	NA	NA	NA	mouse_specific
GO:0015934	large ribosomal subunit	2.10150169923466	5.19749181873579e-05	NA	NA	NA	mouse_specific
