representative	grouped_terms	genes
rRNA processing	rRNA processing;rRNA metabolic process	RPUSD2;C1D;BUD23;TENT4B;NOP58;UTP11;NSUN5P2;HEATR1;NSUN3;MTERF4;FBLL1;RSL1D1;METTL15P1;BRIX1;RBFA;SNU13;MPHOSPH10;DDX52;WDR46;MRTO4;SBDS;POP4;ERI2;UTP4;RRS1;RPL7A;RPS8;SDE2;DDX10;RPS27;RPS17;METTL15;SART1;PES1;GAR1;RPS21;LYAR;POP7;BMS1;POP5;DCAF13;NAT10;METTL16;NGDN;RIOK3;TRMT2B;PA2G4;MRM2;METTL5;RPF2;EXOSC8;WDR43;NOP14;RPL11;RPL7L1;FCF1;FDXACB1;DDX54;PWP2;DIMT1;GTPBP4;WDR3;DIS3;XRN2;RPF1;WDR12;TRMT61B;TSR1;WBP11;UTP3;TRMT112;NIFK;UTP20;RRP36;ZCCHC4;FTSJ3;UTP25;UTP15;RPL27;EXOSC10;ERI1;RIOK2;WDR36;SRFBP1;RPS7;YTHDF2;RPL14;RPS6;METTL18;NOP9;NAF1;RPL5;RRP15;RPS14;RPL7;EBNA1BP2;PWP1;RPS25;NOL11;DKC1;ESF1;PIH1D2;RBM34;MTREX;RPL26;DROSHA;DDX18;EXOSC9;NOL7;FRG1;KRR1;PRKDC;RPS24;MARS1;POLR1E;DIS3L;GTF3C2;POLR1B;MTOR;GTF3C4;MACROH2A2;SMARCA4;SMARCB1;POLR1F;GTF3C3;NCL;SPIN1;XRN1;MACROH2A1
RNA splicing, via transesterification reactions	RNA splicing, via transesterification reactions;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;mRNA splicing, via spliceosome	SRSF8;PPIH;PRMT5;KHSRP;METTL3;RBPMS2;SRPK2;DDX39A;SNU13;MPHOSPH10;RBM8A;LSM1;HNRNPF;WBP4;CWC15;PRDX6;RBM20;PRPF19;ZRSR2;SF3B4;CELF2;HNRNPUL2;LSM3;SDE2;RBM24;SYF2;RBM25;PRPF4;LSM8;C9orf78;SART3;SART1;SRRM4;CWC27;HNRNPU;METTL16;SRPK1;AAR2;EFTUD2;SAP18;SNRNP27;SNW1;SNRNP40;SNRPD3;THRAP3;DDX20;SNRPD1;DYRK1A;RBM41;SNRPG;GEMIN2;SF3A1;RNPC3;CWF19L2;TFIP11;DHX38;IK;CWC22;RSRC1;SLU7;SNRPGP15;PSIP1;SF3B1;TGS1;DHX15;PRPF6;CDK13;ESRP2;MFAP1;PRPF18;DDX42;SNRPB2;NCBP2;MAGOHB;RBM3;HNRNPA2B1;USP39;NCBP1;RBMXL1;EXOSC10;HTATSF1;SYNCRIP;RBM44;HNRNPM;LARP7;CDC40;DHX8;SF3B2;MAGOH;RBM23;CDC5L;DHX16;DCPS;SF3B6;SNRPE;CTNNBL1;NCL;AQR;CELF1;HNRNPK;DHX9;SETX;NSRP1;MTREX;QKI;GCFC2;U2AF1;SF3B3;DDX46;PRPF8;KHDRBS1;METTL14;YTHDC1;SMU1;REST;CRNKL1;HNRNPUL1;PLRG1;FRG1;SCAF11;GEMIN5;PRPF40A;HNRNPR;COIL;RBFOX2;SON;SNRNP200
nucleocytoplasmic transport	nucleocytoplasmic transport;nuclear transport	PPP1CC;CHP1;PRKACA;DDX39A;KPNA6;RBM8A;PPM1A;NXF5;RGPD8;NUP50;IPO7;RANBP3;TNPO3;STYX;ECT2;POLA2;JAK2;SYK;PPP1R12A;XPO1;POM121B;PRKCD;RAN;THOC7;EIF4ENIF1;DDX19A;HSPA9;RAB23;SMG1;UBR5;CHCHD4;KPNA4;SUMO1;ZPR1;CTDSPL2;PTTG1IP;SEH1L;KPNA1;YWHAE;PTPN11;NUTF2;MDN1;GSK3B;UHMK1;TXNIP;IWS1;UPF2;XPO5;SARNP;RSRC1;NRDE2;SETD2;THOC2;EIF4E;EFCAB7;ABCE1;WNK1;STK3;IPO11;ENY2;NCBP2;MAGOHB;HNRNPA2B1;GLE1;NUP205;RAE1;RPL23;NMD3;NCBP1;AGFG1;KPNB1;RIOK2;NSUN2;SPG11;NOP9;IPO5;NUP93;TNPO1;FBXO22;ELAVL1;CALR;NUP133;PRICKLE1;ANP32A;MAGOH;NUP88;PHAX;NEMF;PTPN14;CPSF6;WASHC4;PCID2;DHX9;XPO4;NUP43;LTV1;PIK3R1;MCM3AP;CD36;AHCTF1;NUP42;NF1;NUP153;NUP35;KHDRBS1;YTHDC1;APPL1;XPOT;HEATR3;SMG6;SSB;NDC1;PSEN1;ZC3H11B;MED1;EP300;IPO9;XPO7;NUP214;TPR;CSE1L;NUP107;IPO8;NUP155;NUP160;MAPK14
sister chromatid segregation	sister chromatid segregation;nuclear chromosome segregation	MIS12;KIF3B;SPICE1;SPC25;NCAPD2;KATNB1;RRS1;CDC27;MAP10;RAN;PHF10;DRG1;BCCIP;CDC6;SMARCD3;HNRNPU;CHMP2A;ARID1A;AKAP8;SKA2;RMDN1;SEH1L;ZW10;BECN1;WAPL;KNSTRN;CDK5RAP2;SMARCC1;SMARCC2;NCAPD3;PSMG2;ABRAXAS1;ANAPC7;MAP3K20;ARID1B;DYNC1LI1;NSMCE2;IK;RHOA;MAPRE1;CLASP1;CEP192;CUL3;CHMP7;BRD7;PIBF1;MZT1;TTN;SMARCA4;INO80;SMARCB1;TUBG1;ATM;CEP97;KAT5;SMARCA5;CHMP2B;ARID2;CLASP2;KPNB1;RIOK2;RAD21;ANAPC5;DIS3L2;MAP9;VPS4B;NCAPG2;SMARCE1;ARHGEF10;NIPBL;PRICKLE1;PBRM1;PCID2;SMC2;CDC23;ABRAXAS2;SPDL1;SMARCA2;RAB11A;NSL1;BAZ1B;STAG2;INCENP;RB1;HECW2;GOLGA2;TOP2B;APC;CHAMP1;TPR;SMC4;ANAPC1;ACTL6A;STAG1;SMC3;LSM14A;SMC1A;ECT2;DDB1;C9orf78;MRE11;ACTR3;MAEL;DCAF13;AGO4;MLH3;TERF1;CCNB1IP1;CDC42;MLH1;WASHC5;DYNC1H1;SUN1;IHO1;ACTR2;NDC1
regulation of translation	regulation of translation;regulation of amide metabolic process	TNRC6C;WFS1;SAMD4A;PAIP2;NPM1;MSI2;EIF5A;EIF6;POLR2G;IGF2BP2;PKM;METTL8;PTCD3;GSPT1;ZNF706;AKT1;NGRN;FMR1;EIF2B5;PER1;IGFBP5;NSUN3;CDK5RAP1;SHMT2;PAIP2B;PRR16;MTPN;CCL5;CNBP;METTL3;EIF4B;EIF3E;TRMT10C;FASTKD2;RBM8A;EPHA4;LARP4B;PDIK1L;IMPACT;CPEB4;EIF4G2;EIF2S1;HNRNPD;CPEB3;EIF4G1;HBS1L;CYFIP1;GUF1;PLD1;RBM24;EIF1B;EIF4ENIF1;YBX3;MTIF2;CSDE1;HNRNPU;EIF4H;CNOT6;NAT10;PAIP1;NGDN;EIF2AK4;ACO1;CNOT8;RPL10;PA2G4;DHFR;EIF5B;CPEB2;METTL5;TMED2;RNF139;LIMD1;TOB1;ATXN2;AGO4;FOXO3;UHMK1;LRPPRC;SHMT1;EIF2A;CSNK2A1;LARP1;MAPKAPK5;EIF3D;FASTKD3;OGFOD1;MTOR;EEF2K;CNOT10;SARNP;SELENOT;PCIF1;EIF4E;ABCE1;TNRC6A;ZCCHC4;CAPRIN1;DHX29;YBX1;SARS1;EIF4E2;ELP1;NCBP2;RBM3;CAPRIN2;ERBB2;APP;DDX6;RPL38;NCBP1;TRIM2;SRP9;LSM14B;SYNCRIP;EIF4G3;USP16;FECH;TNRC6B;DHX36;YTHDF2;HABP4;METTL18;CNOT1;RPL5;RPS14;YTHDF3;SESN2;ELAVL1;CALR;ELP2;MAGOH;CNOT7;EPRS1;EIF2AK1;ELP4;EIF3C;NCL;PUM2;METAP1;CELF1;GIGYF2;LARP1B;IREB2;DHX9;SERBP1;AGO1;XRN1;QKI;RPL26;KHDRBS1;PUM1;METTL14;SECISBP2L;SSB;PURA;AARS1;GEMIN5;PRKDC;DNAJC3;TPR;ITGA2;LSM14A;RPS4X;DDX3X;ORMDL1;TIGAR;PDK1;RPTOR;RTN3;PDK2;RTN4;PICALM;PDK3;ORMDL2;PRKCD;SCARB2;PGAM1;LRRTM3;SP1;TMED10;ROCK2;SORL1;ROCK1;PRKAA1;SLC7A11
establishment of RNA localization	establishment of RNA localization;nucleic acid transport;RNA transport	BICD2;XPO1;POM121B;RAN;THOC7;MRPL18;DDX19A;PARP11;SMG1;SENP2;SEH1L;CETN2;ATXN2;NUTF2;CKAP5;LRPPRC;IWS1;UPF2;XPO5;TERF1;SARNP;NRDE2;SETD2;THOC2;EIF4E;WNK1;ENY2;YBX1;NCBP2;MAGOHB;HNRNPA2B1;GLE1;ATM;NUP205;RAE1;NCBP1;G3BP2;AGFG1;TOMM20;TNKS;KPNB1;NSUN2;NUP93;PNPT1;NUP133;ATR;MAGOH;NUP88;PHAX;CPSF6;CETN3;PCID2;DHX9;NUP43;MCM3AP;QKI;AHCTF1;NUP42;NUP153;NUP35;KHDRBS1;YTHDC1;XPOT;SMG6;SSB;NDC1;ZC3H11B;NUP214;TPR;NUP107;NUP155;NUP160
RNA catabolic process	RNA catabolic process;mRNA catabolic process	KHSRP;METTL3;RNASEH2B;TIRAP;EIF3E;FASTKD2;RBM8A;LARP4B;DIS3L;RNASEH1;LSM1;MRTO4;ELAC2;HNRNPD;NBAS;CPEB3;PRKCD;HBS1L;PDE12;RBM24;FASTKD1;EIF4ENIF1;YBX3;SMG1;CSDE1;HNRNPU;RNASE2;CNOT6;DCP1A;FASTKD5;ZPR1;METTL16;PAIP1;CNOT8;EXOSC8;TOB1;SLIRP;THRAP3;AGO4;LRPPRC;LARP1;UPF2;DIS3;XRN2;FASTKD3;CNOT10;NRDE2;HNRNPAB;FEN1;GSPT2;WDR82;AXIN2;TAF15;SMG8;CNOT4;TNRC6A;CAPRIN1;YBX1;NCBP2;MAGOHB;OIP5-AS1;ATM;FTO;RC3H2;NCBP1;MLH1;MTPAP;EXOSC10;SYNCRIP;TNRC6B;PPP1R8;DHX36;SND1;NSUN2;YTHDF2;DIS3L2;CNOT1;NAF1;ROCK2;YTHDF3;ELAVL1;PNPT1;MAGOH;CNOT7;DCPS;TUT4;DKC1;PHAX;PUM2;CELF1;GIGYF2;LARP1B;IREB2;PCID2;DHX9;RNASE3;TUT7;SERBP1;AGO1;XRN1;MTREX;QKI;PATL1;PUM1;METTL14;ROCK1;NUDT12;SMG6;SSB;EXOSC9;TENT5C;PARN;ZC3H14;TRDMT1;MAPK14;XIST
heterochromatin organization	heterochromatin organization;heterochromatin formation	SPTY2D1;H2AZ2;H1-0;UBR5;HNRNPU;TASOR;JARID2;SETDB1;MBD2;DYRK1A;H2AC20;SETDB2;KMT2A;LRIF1;NRDE2;TRIP12;CDYL;H2AZ1;MACROH2A2;MORC2;HMGB1;SMARCA5;RIF1;MPHOSPH8;ATF7IP;KMT2D;SUZ12;UBR2;ATF7IP2;PCID2;POLE3;PCGF5;HDAC2;YTHDC1;SIN3A;KDM5A;HAT1;RB1;CBX3;ATRX;SMCHD1;TPR;MACROH2A1;XIST
kinetochore	kinetochore;condensed chromosome, centromeric region	PPP1CC;MAD1L1;CLIP1;MIS12;DYNC1LI2;SPC25;PAFAH1B1;ANAPC16;ERCC6L;PPP1R12A;XPO1;PHF10;DCTN6;CENPL;FBXO28;HNRNPU;CHMP2A;GTF2B;SKA2;SEH1L;ZW10;MTCL1;KNSTRN;SMARCC1;SEPTIN7;CKAP5;SMARCC2;FBXW11;DYNC1LI1;CENPH;CLASP1;CHMP7;BRD7;GPATCH11;LRWD1;SMARCA4;KANSL1;SMARCB1;SEPTIN2;SGO2;TP53BP1;SUMO3;KAT5;CHMP2B;ARID2;CLASP2;ITGB3BP;PHF6;SUGT1;SMARCE1;NUP133;PBRM1;ORC2;NUP43;SPDL1;AHCTF1;NUDCD2;NSL1;SIN3A;PSEN1;INCENP;APC;CHAMP1;TPR;NUP107;CBX5;NUP160;ACTL6A;SMC1A;NCAPD2;NCAPD3;KMT5B;CBX3;ATRX
regulation of RNA stability	regulation of RNA stability;regulation of mRNA stability;regulation of mRNA catabolic process	HNRNPD;CPEB3;PRKCD;PDE12;RBM24;FASTKD1;EIF4ENIF1;YBX3;CSDE1;HNRNPU;CNOT6;DCP1A;FASTKD5;METTL16;PAIP1;CNOT8;EXOSC8;TOB1;THRAP3;LARP1;DIS3;FASTKD3;CNOT10;NRDE2;AXIN2;TAF15;CNOT4;TNRC6A;CAPRIN1;YBX1;FTO;RC3H2;MLH1;SYNCRIP;TNRC6B;DHX36;NSUN2;YTHDF2;DIS3L2;CNOT1;NAF1;ROCK2;YTHDF3;ELAVL1;PNPT1;CNOT7;DCPS;TUT4;DKC1;PHAX;PUM2;CELF1;GIGYF2;LARP1B;IREB2;PCID2;DHX9;TUT7;SERBP1;QKI;PATL1;PUM1;METTL14;ROCK1;EXOSC9;TENT5C;PARN;ZC3H14;TRDMT1;MAPK14;KHSRP;METTL3;TIRAP;FASTKD2;RBM8A;LARP4B;LSM1;NBAS;HNRNPAB;MAGOHB;MAGOH
