representative	grouped_terms	genes
organellar ribosome	organellar ribosome;mitochondrial ribosome	MRPS25;MRPS15;MTG2;MRPL54;CHCHD1;MRPL49;MRPS18A;GADD45GIP1;MRPL16;MRPL57;MRPL21;MRPS14;MRPL52;MTERF4;MRPL12;NSUN4;MRPL9;MRPL42;MRPL14;MRPS6;MRPS24;MRPL28;MRPL18;MRPL39;MRPL47;MRPL24;DAP3;MRPS7;MRPL4;MRPL46;MRPL50;MRPL38;MRPL45;MRPS28;MRPL13;MRPS33;MRPL15;MRPL10;MRPL34;MRPL19;MRPL36;MRPS22;MRPS9;MRPS31;MRPL22;MRPS2;MRPL44;MRPL20;MRPL30;MRPL51;MRPS10;MRPL3;MRPS11;MRPS18C;MRPS35;MRPS34;PTCD3;MRPS30;MRPS17;MRPS16;MRPL58;MRPL33;MPV17L2;MRPS27;MRPL35;MRPL48;MRPL2;MRPS18B;MRPL27;MRPS23;MRPS5;MRPL37
aerobic respiration	aerobic respiration;cellular respiration	COX7A2;ATP5PF;COX6C;SHMT2;COX5B;UQCR10;ATP5ME;NDUFB4;NDUFAB1;NDUFB3;COX7A2L;UQCRB;COX4I1;MSH2;NDUFC1;ATP5PO;MDH1;SDHD;NDUFA11;NDUFB10;ATPSCKMT;ATP5PD;IDH2;CYCS;OXA1L;ATP5F1E;NDUFS8;SDHB;ATP5MF;SLC25A33;COX7C;ATP5F1C;NDUFB5;COX6B1;UQCRC1;NDUFA13;NDUFS5;NDUFA1;NDUFS7;SLC25A51;SUCLG1;NDUFB11;NDUFS3;NDUFB6;PDHB;NDUFA8;NDUFS2;NDUFA6;ATP5MG;TEFM;HIF1A;NDUFC2;CYC1;NDUFS6;ATP5PB;COX5A;IREB2;IDH3B;SDHC;ATP5F1A;DLST;SDHA;NDUFV1;NDUFA4;UQCRH;GHITM;MDH2;NDUFA10;AFG1L;UQCRC2;COQ9;PARK7;ABCD1;PDHA1;COX6A1;MTFR1L;NDUFA5;NDUFS1;NDUFA9;IDH3G;NDUFB9;NNT;FH;NDUFV3;NDUFA12;IDH1;CHCHD2;SIRT3;UQCRFS1;SUCLG2;ACO2;VCP;ATP5F1B;NIPSNAP2;STOML2;PPIF;CAT;COX10;PINK1;FXN;DHTKD1;COX8A;SUCLA2;AK4;DLD;BNIP3;COX15;IDH3A;CS;NDUFS4;ACO1;MFN2;SLC25A23;DLAT;BLOC1S1;DNAJC15;IDE;OGDH;UQCRHL;ADSL;MACROH2A1;MTFR1;ETFRF1;PPARGC1A;MYBBP1A;GPD2;PLEC;SDHAF4;PRELID1;LYRM7;PNPT1;SLC25A18;COQ10A;ETFA;FLCN;IFNLR1;OPN3;CHCHD4;CISD1;ETFDH;TRAP1;SLC25A12;ETFB;AIFM2;PRDM16
purine ribonucleotide metabolic process	purine ribonucleotide metabolic process;ribonucleotide metabolic process;ribose phosphate metabolic process;purine nucleotide metabolic process	DLG2;ACSL4;ENO3;NDUFC1;CTNS;HACD2;ATP5PO;SDHD;HSPA8;NDUFA11;HMGCR;NDUFB10;COASY;ATPSCKMT;NMNAT1;PRXL2C;ATP5PD;NUDT4B;ATP5F1E;NDUFS8;GUCY2C;SDHB;ATP5MF;NME1;ATP5F1C;NDUFB5;NDUFA13;PPP2CA;FIS1;NDUFS5;BPGM;MYH7;GPAT4;NDUFA1;NDUFS7;PMVK;PDK1;SUCLG1;MCEE;GCDH;NDUFB11;TIGAR;ATP1A2;NDUFS3;MPC2;DMAC2L;BPNT1;ACOT1;NDUFB6;AK2;PDHB;NDUFA8;NDUFS2;NDUFA6;INS;UCP2;ATP5MG;ACOT2;GAPDH;HIF1A;NDUFC2;PFAS;NDUFS6;ATP5PB;RHOQ;NT5C1A;AK1;PAICS;SDHC;ATP5F1A;VPS9D1;DLST;RAN;SLC4A4;FKRP;SDHA;NDUFV1;HSD17B12;ALDOA;PGK1;ACSS2;NDUFA10;PDHX;SPHK2;OXSM;PANK4;NUDT4;ABCD1;PDHA1;ATP5MC2;MCCC2;COX11;ATP5MC3;NDUFA5;NDUFS1;AMPD3;NDUFA9;FLCN;ADCY5;NME9;NDUFB9;RPTOR;PDK4;TPST2;ACAT1;PFKM;ADK;NDUFV3;HDAC4;NDUFA12;HSD17B4;AK3;NCOR1;SUCLG2;EP300;NUDT19;PGM1;PARP1;VCP;ATP5F1B;ACOT11;MLYCD;STOML2;LDHA;ACSL1;ALDOC;MLST8;CLPX;PINK1;ACSM5;GART;GPI;NT5C2;OPA1;FITM2;ACACA;JMJD8;PRKAA2;DHTKD1;ATIC;HK2;NME6;MTHFD1;CROT;OLA1;SUCLA2;AK4;DLD;HMGCS2;ACOT9;PDK2;GPAM;ACACB;EFL1;ATP6V1B2;NDUFS4;AASS;HINT1;DLG1;MPP1;DNM1L;FBP1;MYH6;PANK1;ZBTB20;DCAKD;MMUT;PGAM1;PARG;ADCY9;ADCY6;TPI1;PRKAG1;PDE4D;MTOR;DLAT;PDE7A;ELOVL6;PKM;PRKACA;HK1;ATP1B1;OGDH;ATP6V0C;NUDT3;MFN1;ADSL;HACD1;HMGCS1;PPARA;DGAT2;PFKP;UPRT;ENTPD5;DHODH;PRPSAP2;G6PD;PRPS1;TALDO1;TECR;MTHFD2L;GPD2;MDH1;IDH2;LDHB;ME2;NUDT13;MDH2;NNT;PGD;ME1;DCXR;IDH1;ALDH1L1;NUDT12;NADK2;GPD1L;GMPR;PC;NUDT16;MACROH2A1
signaling receptor regulator activity	signaling receptor regulator activity;signaling receptor activator activity;receptor ligand activity	AVP;OXT;GH1;SFRP2;GHRL;SCG2;CALCA;CCL8;CXCL14;CXCL6;CSF3;AGTR2;GDF15;CCL19;GREM1;CXCL8;LIF;C1QTNF9;INHBB;PGF;HGF;IL6;CXCL3;ADCYAP1;PTN;CGA;CHGB;INHBA;HDGFL3;NBL1;CXCL1;GDF10;KL;SEMA3E;IL34;OSTN;APLN;VEGFC;DLL4;SEMA6A;IL33;ARTN;KITLG;OGN;CX3CL1;SEMA3B;WNT10B;CCL23;IL25;IL1B;DLL1;C1QTNF12;BMP4;IL16;BMP10;FGF2;FLRT2;SEMA6B;CMTM3;CXCL2;FGF16;BMP1;PROK1;TNFSF12;CCN3;NRG3;CCL28;PDGFD;PRRT1;IGSF1;JAG1;SEMA7A;TNFSF10;FLRT3;VGF;CCL2;SEMA3G;EGFR;C1QTNF4;NPPA;MDK;IGF1;NTF3;FLT3LG;IL32;LY6H;CKLF;MTRNR2L8;CXCL10;CCL4;CXCL11;ADM;BMP6;CTSG;F2RL2;BMP8B;TGFB3;TNFSF13B;EFEMP1;WNT16;SEMA3D;NDP;TG;CCL5;BTC;SEMA3F;TNFSF13;STC1;MSTN;CMTM8;ASIP;SEMA4C;GDNF;PXDN;TGFB1;BMP5;THBS4;XCL1;CCK;GNRH1;CXCL12;TAFA2;CD70;ENG;FKBP1A;GMFG;TNFSF9;TMEM35A;GDF3;C5;VIP;REG1A;WNT3;CCL24;FASLG;AGT;CCL16;EPGN;MIA;CMTM7;EREG;JAG2;MTRNR2L12;DKKL1;LYPD1;CDC42EP2;XCL2;GREM2;SEMA5B;MTRNR2L10;CXCL16;BMP2;PDGFB;CSF1;MTRNR2L6;STC2;RABEP2;CMTM1;NPFF;MTRNR2L1;TGFA;VEGFA;AMH;F2;IL17D;IFNG;PRL;ANGPTL3;FST;DPP4;LTB;CLEC11A;LY6E;IL12A;GMFB;IL15;CCL3;WFIKKN2;IL11;NTS;INSL6;SECTM1;LEFTY2;WNT6;QRFP;VEGFD;GPIHBP1;TAFA5;PTHLH;PENK;HAMP;WNT9B;HMGB1;DGKQ;TIMP1;IL23A;CCL14;S100A4;IL18BP;CCL21;LHB;IL7;TNFRSF11B;CCL7;ENDOU;MRAP2;FAM3B
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	NDUFB4;NDUFAB1;NDUFB3;NDUFC1;NDUFA11;NDUFAF8;NDUFB10;OXA1L;NDUFS8;NDUFB5;NDUFA13;NDUFS5;NDUFA1;ECSIT;NDUFS7;NDUFAF7;NDUFB11;NDUFS3;NDUFB6;NDUFA8;NDUFS2;NDUFA6;NDUFC2;FOXRED1;NUBPL;TIMM21;NDUFA10;LYRM2;NDUFAF6;NDUFA5;NDUFS1;NDUFA9;TMEM126A;NDUFB9;BCS1L;NDUFAF2;NDUFA12;NDUFAF4;NDUFAF5;TMEM186;DMAC1;COA1;NDUFS4
purine ribonucleoside triphosphate metabolic process	purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;ATP metabolic process;nucleoside triphosphate metabolic process	PFKFB2;ATP5MC1;ATP5ME;TSPO;NDUFB4;PRKAG2;FOXK1;NDUFAB1;PPARGC1A;NDUFB3;ENO1;ATP5MJ;ENO3;NDUFC1;CTNS;ATP5PO;SDHD;HSPA8;NDUFA11;NDUFB10;ATPSCKMT;NMNAT1;PRXL2C;ATP5PD;ATP5F1E;NDUFS8;SDHB;ATP5MF;NME1;ATP5F1C;NDUFB5;NDUFA13;PPP2CA;FIS1;NDUFS5;BPGM;MYH7;NDUFA1;NDUFS7;NDUFB11;TIGAR;ATP1A2;NDUFS3;DMAC2L;NDUFB6;AK2;NDUFA8;NDUFS2;NDUFA6;INS;UCP2;ATP5MG;GAPDH;HIF1A;NDUFC2;NDUFS6;ATP5PB;RHOQ;AK1;SDHC;ATP5F1A;VPS9D1;RAN;SLC4A4;FKRP;SDHA;NDUFV1;ALDOA;PGK1;NDUFA10;SPHK2;ATP5MC2;COX11;ATP5MC3;NDUFA5;NDUFS1;NDUFA9;FLCN;NME9;NDUFB9;RPTOR;PFKM;NDUFV3;HDAC4;NDUFA12;AK3;NCOR1;EP300;PGM1;PARP1;VCP;ATP5F1B;STOML2;LDHA;ALDOC;MLST8;CLPX;PINK1;GPI;OPA1;JMJD8;PRKAA2;DHTKD1;HK2;NME6;OLA1;AK4;EFL1;ATP6V1B2;NDUFS4;DNM1L;FBP1;MYH6;ZBTB20;PGAM1;PARG;TPI1;PRKAG1;MTOR;PKM;PRKACA;HK1;ATP1B1;OGDH;ATP6V0C;MFN1;PPARA;PFKP;ADK;NUDT16;UCK2;DCTPP1
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	MRPL54;MRPL49;MRPS18A;GADD45GIP1;MRPL16;MRPL57;MRPL21;MRPL52;MTERF4;MRPL12;NSUN4;MRPL9;MRPL42;MRPL14;MRPL28;MRPL18;MRPL39;MRPL47;MRPL24;MRPL4;MRPL46;MRPL50;MRPL38;MRPL45;MRPL13;MRPL15;MRPL10;MRPL34;MRPL19;MRPL36;MRPL22;MRPL44;MRPL20;MRPL30;MRPL51;MRPL3;MRPS30;MRPL58;MRPL33;MPV17L2;MRPL35;MRPL48;MRPL2;MRPL27;MRPL37
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis	NDUFA7;NDUFB2;NDUFV2;NDUFB8;ATP6V1A;NDUFB7;ATP5PF;ATP5MC1;ATP5ME;NDUFB4;NDUFAB1;NDUFB3;ATP5MJ;NDUFC1;ATP5PO;SDHD;NDUFA11;NDUFB10;ATPSCKMT;ATP5PD;ATP5F1E;NDUFS8;SDHB;ATP5MF;ATP5F1C;NDUFB5;NDUFA13;NDUFS5;NDUFA1;NDUFS7;NDUFB11;NDUFS3;NDUFB6;NDUFA8;NDUFS2;NDUFA6;ATP5MG;NDUFC2;NDUFS6;ATP5PB;SDHC;ATP5F1A;VPS9D1;SDHA;NDUFV1;NDUFA10;ATP5MC2;ATP5MC3;NDUFA5;NDUFS1;NDUFA9;NDUFB9;NDUFV3;NDUFA12;ATP5F1B;STOML2;NDUFS4;ATP6V0C
outer membrane	outer membrane;mitochondrial outer membrane;organelle outer membrane	MIEF2;EPHA4;TOMM40L;MIEF1;NLRX1;ACSL4;THG1L;CISD2;BCL2L2;TOMM6;EMD;RTN4IP1;DHCR7;COASY;ARMCX6;PLEC;BPHL;CYB5R3;VPS13C;SIGMAR1;MGST3;FIS1;TOMM40;TIGAR;MTX1;TOMM7;MICOS10;MICOS13;AMBRA1;PHB2;SYNE2;SNN;ARMCX3;MTARC1;SH3GLB1;MFF;VDAC3;RAB11FIP5;PPP1CC;PLD6;FUNDC1;TUFM;TOMM70;ATP5MC2;RHOD;CPT1B;ATP5MC3;RHOT1;MOAP1;HAX1;MIGA2;PGAM5;SAMM50;TOMM20;UFL1;GK;NIPSNAP2;CPT1A;TOMM22;ATAD1;CISD1;ACSL1;FOXO3;PINK1;AGK;OPA1;HSPA9;NUTF2;IMMT;TMEM53;MAOA;HK2;VDAC1;SYNJ2BP;LRPPRC;LPIN1;PRKN;RETSAT;BECN1;MAOB;BNIP3;CHCHD3;SMPD4;RAF1;GPAM;AIFM2;ACACB;FUNDC2;VDAC2;DNAJC11;AKAP1;DNM1L;HADHB;MFN2;CHCHD6;PGR;SPIRE1;DCAKD;APOOL;SLC25A46;ARMC1;MTX3;BRI3BP;STMP1;MTOR;MAVS;VPS13A;MTCH2;HK1;MFN1;EXD2;STARD7;MUL1;ABCB6;SFXN2;DMPK
regulation of translation	regulation of translation;regulation of amide metabolic process	CNOT7;EIF2A;TMED2;EIF3B;NGRN;DAPK3;ATXN2;DHX9;COA3;LARP4B;EIF4B;ETF1;TRUB2;GCN1;YTHDF2;LARP4;FXR1;AGO1;RPL38;SELENOT;METTL5;IGF2BP2;TSC1;RBM24;CTIF;EIF4EBP2;PUM1;GRB7;ELP6;SHMT1;IFRD2;PAIP1;C6orf52;SRP9;AKT2;GAPDH;EIF1B;EIF4E;NCL;EIF2B4;IREB2;MALSU1;MRPL13;ALKBH5;TSFM;DHX36;KBTBD8;CELF1;RIDA;EIF3K;DHX29;TRMT10C;ALKBH1;SERBP1;CNOT11;PA2G4;KLHL25;SECISBP2L;C1QBP;PURA;NANOS1;NIBAN1;YTHDF3;WFS1;CNBP;ELAVL1;RPL26;SAMD4A;PLD1;NSUN5;YBX3;DDX1;HSPB1;RPL5;DDX6;TACO1;TNRC6A;LARP6;ELP3;BZW2;EIF5B;EEF2;USP16;EIF4E3;PTCD3;PAIP2B;CSDE1;FOXO3;ELP2;PINK1;NCBP1;EIF4H;EIF4G1;GUF1;EIF3C;HBS1L;LARP1;GEMIN5;LRPPRC;MPV17L2;MRPS27;TRAP1;EIF4E2;EIF5;GSPT1;AARS1;EEF2K;PRKDC;MSI2;EIF2B5;CAPRIN2;EIF2AK1;SARS1;EIF2S1;CNOT1;RPUSD3;CNOT10;EPRS1;CSNK2A1;ACO1;EIF5A;FASTKD2;GIGYF2;MTIF2;HABP4;TENT5B;LARP1B;CPEB4;MTOR;ELP1;LSM14B;QKI;TNRC6B;FXR2;PKM;AKT1;PPP1CA;LIMD1;EEFSEC;OGFOD1;FECH;YBX1;CDK5RAP1;METAP1;KRT13;ERBB2;RPS4X;DDX3X;NSMAF;PIN1;PRNP;PDK1;TIGAR;SORL1;GSK3A;ROCK1;SPHK2;RPTOR;PDK4;TMED10;SIRT3;ORMDL3;MLST8;PDK2;ORMDL2;PGAM1
