representative	grouped_terms	genes
respiratory chain complex	respiratory chain complex;mitochondrial respirasome;respirasome	NDUFAF1;UQCRHL;COA6;UQCRC2;SDHC;WDR93;NDUFA12;NDUFA2;UQCRH;COX6A2;UQCRFS1;NDUFA3;NDUFV2;NDUFAB1;COX7A2L;SDHB;NDUFA6;UQCRFS1P1;COX4I1;NDUFS2;NDUFA9;NDUFB3;UQCRQ;NDUFB4;UQCR11;NDUFC1;COX7B;NDUFS5;NDUFB1;NDUFA1;COX5B;UQCRB;NDUFA4;COX6C;COX6A1;NDUFB2;COX7C;UQCR10;NDUFB6;NDUFA8;COX6B1;SDHA;DMAC2;COX7A2;NDUFA10;NDUFA7;COX7A1;COX5A;NDUFB8;NDUFA11;NDUFV3;BCS1L;UQCRC1;DMAC1;NDUFB10;NDUFC2;MTCO2P12;NDUFB11;NDUFS3;NDUFB9;NDUFA13;NDUFS4;NDUFB7;NDUFS6;NDUFV1;COX8A;CYC1;NDUFS7;NDUFS8;FOXRED1;STMP1;NDUFS1;NDUFB5;COX15;SURF1;HIGD2A
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis	SDHC;ATP5PB;VPS9D1;NDUFA12;NDUFA2;ATP5PD;NDUFA3;NDUFV2;ATP5F1A;ATP5PF;NDUFAB1;SDHB;NDUFA6;NDUFS2;NDUFA9;ATP5F1EP2;NDUFB3;NDUFB4;ATP5F1E;NDUFC1;STOML2;ATP5MK;NDUFS5;NDUFB1;NDUFA1;ATP5MF;NDUFB2;NDUFB6;NDUFA8;ATP5F1C;ATP5F1B;SDHA;ATP5MJ;ATP5ME;ATP5MC2;NDUFA10;NDUFA7;ATP5MC3;NDUFB8;NDUFA11;ATP5MC1;NDUFV3;NDUFB10;NDUFC2;ATP5MG;ATP5PO;NDUFB11;NDUFS3;NDUFB9;NDUFA13;NDUFS4;ATP5F1D;NDUFB7;NDUFS6;NDUFV1;NDUFS7;NDUFS8
aerobic electron transport chain	aerobic electron transport chain;ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;respiratory electron transport chain;electron transport chain	PINK1;NDUFS1;NDUFB5;COX15;DNAJC15;DLD;NDUFAF1;UQCRHL;UQCRC2;SDHC;NDUFA2;UQCRH;COX6A2;UQCRFS1;NDUFA3;SDHAF2;NDUFV2;NDUFAB1;COX7A2L;SDHB;NDUFA6;UQCRFS1P1;PARK7;COX4I1;NDUFS2;NDUFA9;COQ9;NDUFB3;UQCRQ;NDUFB4;UQCR11;NDUFC1;COX7B;NDUFS5;NDUFB1;NDUFA1;COX5B;UQCRB;NDUFA4;COX6C;COX6A1;NDUFB2;COX7C;UQCR10;NDUFB6;NDUFA8;COX6B1;SDHA;COX7A2;NDUFA10;NDUFA7;COX7A1;COX5A;NDUFB8;NDUFV3;UQCRC1;NDUFB10;NDUFC2;MTCO2P12;NDUFS3;NDUFB9;NDUFS4;NDUFB7;NDUFS6;NDUFV1;COX8A;CYC1;NDUFS7;NDUFS8;COA6;NDUFA12;CHCHD2;TAFAZZIN;ETFDH;SLC25A18;ETFA;PLEC;ETFB;GPD1;AIFM2;MAOB;CYB561;WDR93;GPX2;AKR7A2;GLRX2;FDX1;IDO1;QDPR;SURF1;CYB5A;IDH3B;ALDH4A1
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	NDUFS1;NDUFB5;TMEM186;NDUFAF4;NDUFAF1;TIMM21;NDUFAF5;NDUFA12;NDUFAF8;NDUFA2;TAFAZZIN;TMEM126B;NDUFA3;NDUFAB1;TMEM126A;NDUFA6;NDUFAF6;NDUFS2;NDUFA9;NDUFB3;NDUFB4;NDUFC1;NDUFS5;NDUFB1;NDUFA1;NDUFB2;NDUFB6;NDUFA8;DMAC2;NDUFAF3;NDUFA10;NDUFB8;NDUFA11;BCS1L;DMAC1;COA1;NDUFB10;OXA1L;NDUFC2;NDUFB11;NDUFS3;NDUFB9;NDUFA13;NDUFS4;ECSIT;NDUFB7;ACAD9;NDUFS7;NDUFS8;FOXRED1
organellar ribosome	organellar ribosome;mitochondrial ribosome	MRPL17;MRPS35;MTG2;MRPL35;DAP3;MRPS28;MRPL34;MRPS22;MRPL47;MRPL33;MRPL13;MPV17L2;MRPL39;MRPL36;MRPL43;MRPL55;MRPS12;MRPL48;MRPL46;MRPS21;MRPS11;MRPL30;MRPL15;MRPL54;MRPS7;MRPL16;MRPS2;MRPS14;MRPL1;MRPL58;MRPS25;MRPS33;MRPL22;MRPL41;MRPL11;MRPL24;MRPS16;MRPL40;GADD45GIP1;MRPS18C;MRPL23;MRPS15;MRPS9;MRPL57;MRPS18B;AURKAIP1;MRPS17;MRPS24;MRPL14;MRPL51;NDUFA7;MRPS5;MRPL10;MRPL4;MRPL52;CHCHD1;MRPS18A;MRPL20;MRPS26;MRPL27;MRPL2;MRPL28;MRPL37;MRPL21;MRPL12;MRPL38;MRPS34
aerobic respiration	aerobic respiration;cellular respiration	NNT;SNCA;DLAT;TEFM;NDUFA5;ABCD1;MIR210;PPIF;GHITM;ANTKMT;CAT;VCP;ACO1;UQCC3;SUCLG2;SLC25A23;PDHB;PINK1;NDUFS1;NDUFB5;COX15;DNAJC30;DNAJC15;OGDHL;MDH1;DLD;NDUFAF1;BLOC1S1;UQCRHL;MFN2;COA6;PDHA1;ADSL;UQCRC2;SDHC;MTFR1L;ATP5PB;NIPSNAP2;UCN;NDUFA12;CS;NDUFA2;UQCRH;COX6A2;ACO2;ATP5PD;CHCHD2;TAFAZZIN;UQCRFS1;NDUFA3;SDHAF2;FH;NDUFV2;ATP5F1A;ATP5PF;NDUFAB1;COX7A2L;DLST;ME3;SDHB;NDUFA6;UQCRFS1P1;PARK7;COX4I1;NDUFS2;NDUFA9;ATP5F1EP2;COQ9;NDUFB3;UQCRQ;NDUFB4;COX10;UQCR11;ATP5F1E;NDUFC1;STOML2;COX7B;NDUFS5;NDUFB1;MACROH2A1;FXN;NDUFA1;COX5B;OGDH;ATP5MF;UQCRB;NDUFA4;COX6C;COX6A1;NDUFB2;COX7C;UQCR10;NDUFB6;NDUFA8;UQCC2;ATP5F1C;COX6B1;ATP5F1B;SDHA;SUCLG1;ATP5ME;COX7A2;NDUFA10;NDUFA7;COX7A1;SURF1;COX5A;IDH3G;NDUFB8;NDUFA11;MLXIPL;NDUFV3;CHCHD10;UQCRC1;NDUFB10;OXA1L;ARL2;ACLY;IDH3B;NDUFC2;MTCO2P12;ATP5MG;ATP5PO;NDUFB11;NDUFS3;NDUFB9;NDUFA13;NDUFS4;ATP5F1D;NDUFB7;NDUFS6;NDUFV1;COX8A;CYC1;NDUFS7;MDH2;NDUFS8;IDH2;PRDM16;CISD1;MTLN;ETFDH;SLC25A18;SDHAF4;ETFA;CHCHD4;COQ10A;CHCHD5;PLEC;TRAP1;ETFB;GPD1;AIFM2
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	WDR93;NDUFA12;NDUFA2;NDUFA3;NDUFV2;NDUFAB1;NDUFA6;NDUFS2;NDUFA9;NDUFB3;NDUFB4;NDUFC1;NDUFS5;NDUFB1;NDUFA1;NDUFA4;NDUFB2;NDUFB6;NDUFA8;DMAC2;NDUFA10;NDUFA7;NDUFB8;NDUFA11;NDUFV3;DMAC1;NDUFB10;NDUFC2;NDUFB11;NDUFS3;NDUFB9;NDUFA13;NDUFS4;NDUFB7;NDUFS6;NDUFV1;NDUFS7;NDUFS8;FOXRED1
mitochondrial translation	mitochondrial translation;mitochondrial gene expression	EARS2;FASTKD2;MTIF3;MRPL45;PTCD3;PTCD1;RPUSD4;MTG1;MRPS30;RCC1L;LRPPRC;MRPL17;MRPS35;MTG2;SARS2;MRPL35;DAP3;MRPS28;MRPL34;MRPS22;MRPL47;MRPL33;GATB;MRPL13;MPV17L2;MRPL39;TARS2;MRPL36;LARS2;MRPL43;MRPL55;MRPS12;MRPL48;MRPL46;QRSL1;MRPS21;MRPS11;MRPL30;MRPL15;MRPL54;MRPS7;MRPL16;MRPS2;MRPS14;MRPL1;TRUB2;MRPL58;C1QBP;MRPS25;MRPS33;MALSU1;MRPL22;MRPL41;MRPL11;RPUSD3;MRPL24;MRPS16;TSFM;MRPL40;GADD45GIP1;MRPS18C;MRPL23;MRPS15;UQCC2;MRPS9;COA3;MRPL57;MRPS18B;AURKAIP1;MRPS17;MRPS24;MRPL14;MRPL51;NDUFA7;MRPS5;AARS2;MRPL10;MRPL4;MRPL52;CHCHD1;MRPS18A;MRPL20;TACO1;TUFM;MRPS26;MRPL27;MRPL2;MRPL28;MRPL37;MRPL21;MRPL12;MRPL38;MRPS34;THAP11;GFM2;SLC25A33;MTIF2;MRPS23;HARS1;MTERF2;CDK5RAP1;SUPV3L1;MRPL44;TEFM;MRPS27;MTERF4;ELAC2;PPARGC1B;MTRES1;POLRMT;FASTKD1;FASTK;TFB1M;TBRG4;HSD17B10;CHCHD10
oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor;NADH dehydrogenase (quinone) activity;NADH dehydrogenase (ubiquinone) activity;NAD(P)H dehydrogenase (quinone) activity;NADH dehydrogenase activity;oxidoreductase activity, acting on NAD(P)H	NDUFA12;NDUFA2;NDUFA3;NQO1;NDUFV2;NDUFA6;NDUFS2;NDUFA9;NDUFB3;NDUFB4;NDUFC1;NDUFS5;NDUFB1;NDUFA1;DHRS4;NDUFA4;NDUFB2;NDUFB6;NDUFA8;NDUFA10;NDUFA7;NDUFB8;NDUFV3;NDUFB10;NDUFC2;NDUFS3;NDUFB9;NDUFS4;NDUFB7;NDUFS6;NDUFV1;NDUFS7;DCXR;NDUFS8;AIFM2
ATP biosynthetic process	ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process	ANTKMT;VCP;UQCC3;PPARA;DMAC2L;ATP5MGL;ATP6V0C;PINK1;NDUFS1;NDUFB5;PARP1;DNAJC30;PRKAG2;ALDOA;SDHC;ATP5PB;VPS9D1;NDUFA12;NDUFA2;ATP5PD;TAFAZZIN;NDUFA3;NDUFV2;ATP5F1A;ATP5PF;NDUFAB1;SDHB;NDUFA6;NDUFS2;NDUFA9;ATP5F1EP2;NDUFB3;NDUFB4;ATP5F1E;NDUFC1;STOML2;ATP5MK;NDUFS5;NDUFB1;NDUFA1;ATP5MF;NDUFB2;NDUFB6;NDUFA8;ATP5F1C;ATP5F1B;SDHA;ATP5MJ;ATP5ME;ATP5MC2;NDUFA10;NDUFA7;ATP5MC3;NDUFB8;NDUFA11;ATP5MC1;NDUFV3;NDUFB10;NDUFC2;ATP5MG;ATP5PO;NDUFB11;NDUFS3;NDUFB9;NDUFA13;NDUFS4;ATP5F1D;NDUFB7;NDUFS6;NDUFV1;NDUFS7;NDUFS8;UCKL1;DTYMK;AK1
