representative	grouped_terms	genes
aerobic respiration	aerobic respiration;cellular respiration	PPIF;NDUFB1;ATP5MF;NDUFB10;NDUFS8;DNAJC30;ATP5ME;UQCC2;NDUFA10;ATPSCKMT;NDUFS6;NDUFS4;NDUFAB1;MTFR1L;ARL2;ATP5PO;NDUFB9;COX7B;UQCRFS1P1;NDUFS5;NDUFB4;UQCRB;ABCD1;OXA1L;IREB2;COX6B1;ACTN3;IDH2;NDUFA1;ATP5PF;COX7C;NDUFA6;NDUFV1;VCP;NDUFB3;AK4;COX5A;PARK7;IDH3B;ATP5MG;C2orf69;ADSL;ATP5PD;NDUFC2;NDUFB5;NDUFA4;STOML2;UQCRC1;DLST;CYC1;SLC25A23;NDUFS3;COX8A;ATP5F1C;MDH1;CYCS;NDUFB6;MSH2;GHITM;NDUFS2;SDHA;SUCLG1;SDHD;NDUFV3;SDHB;PDHB;NDUFAF1;NDUFA9;SLC25A33;COX15;NDUFA8;NDUFC1;UQCRFS1;NDUFA12;ACLY;NIPSNAP2;ATP5PB;SLC25A51;COQ9;MFN2;MDH2;UQCRC2;IDH3G;COX10;SUCLG2;UQCRH;MTFR1;SIRT3;PDHA1;SDHC;ATP5F1A;TRPV4;MLXIPL;ATP5F1B;IDH1;BLOC1S1;DLD;NNT;FH;CAT;IDH3A;SUCLA2;NDUFA5;ACO1;CS;AFG1L;UQCRHL;NDUFS1;OGDH;DNAJC15;ACO2;MACROH2A1;IDE;FXN;PINK1;SNCA;DHTKD1;DLAT;MTCO2P12;PNPT1;PPARGC1A;PLEC;SDHAF4;AIFM2;ETFRF1;LYRM7;PIK3CA;ETFB;ETFA;CHCHD4;GPD2;CISD1;IFNLR1;COQ10A;SLC25A12;TRAP1;OPN3;ETFDH;SLC25A18;GPD1;CYP1A2
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process	CYP26B1;PEX13;ECI1;AMDHD2;GPT;MCEE;ADHFE1;BCKDHA;ARG2;AKR1A1;ACAT2;ABCD1;ACAD8;ETFBKMT;NUDT19;AIG1;NUDT7;ACADS;KYAT1;DCXR;PHYH;CBS;FAAH;NPL;IRS1;ACOT4;LEP;MPST;DLST;AUH;MTHFS;ECI2;SCP2;BCAT2;ACADVL;ABCD3;ACAD10;SLC25A21;ILVBL;CRAT;KMO;GNPDA1;PCK2;PEX2;IRS2;GOT2;ACADM;AMACR;ALDH4A1;HACL1;CROT;HIBADH;GLUL;ATP2B4;DDO;DECR1;SCLY;ETFB;ALDH5A1;HSD17B10;BCKDHB;CPT2;LPIN1;GPT2;ACAA1;TST;PPM1K;ACOX1;GOT1;ETFA;SORD;ACAA2;ACAT1;HOGA1;LDHD;ABHD2;CPT1B;AASS;GAD1;CPT1A;QDPR;AASDHPPT;ECH1;PCCB;DLD;GCDH;MCCC2;LONP2;PRODH;MLYCD;HADH;ACADSB;RENBP;GCSH;AKT1;RIDA;DBT;ACACB;HADHB;ALDH6A1;ETFDH;HADHA;PGD;ABCD2;SULT2A1;PLIN5;PCCA;PCK1;ABAT;EHHADH;SHMT1;FAH;MCCC1;ALDH1L1;HSD17B4;PPARA;ADIPOQ
myofibril	myofibril;sarcomere;contractile fiber	CTNNB1;MYBPC1;KAT2B;DMD;PPP3CB;CSRP3;FKRP;ANKRD2;TPM1;ACTN3;AKAP4;CACNA1C;TCAP;LRRC39;HOMER1;SQSTM1;BMP10;TRIM54;CFL2;MYBPC3;TNNT2;SCN5A;JUP;PSMA6;KLHL41;TRIM63;ASB2;SYNM;MYZAP;KY;JPH2;ALDOA;DNAJB6;KLHL40;FLNC;FBXO32;PARVB;ANKRD1;SMPX;DST;CAV3;ACTN2;PDLIM5;MYLK2;SCO1;ACTC1;FBXL22;MYH7;LDB3;STYXL2;CRYAB;ATP2B4;SYNPO2L;OBSCN;MYOM2;FXR1;HABP4;HRC;MYOM1;TTN;XIRP2;ITGB1BP2;JPH1;PYROXD1;TNNC2;MYPN;CAB39;CAVIN4;SYNE1;MTM1;NEBL;C10orf71;UNC45B;TNNI2;LMOD3;ABRA;LMOD2;OBSL1;MYH6;NBR1;SYNC;MYH2;PPP1R12B;MYOZ2;VCL;MYOM3;PGM5;DAG1;KCNA5;CASQ2;SYNPO2;ADPRHL1;TMOD1;KCNE1;CASQ1;PPP2R5A;PDE4DIP;FHOD3;MYL1;ANK2;SYNE2;NEB;TNNI1;SORBS2;SVIL;CMYA5;RYR2;PALLD;CACNA1D;FHL2;NEXN;NOS1AP;ANK3;KCNN2;SLC8A1;MYH1;MYBPC2;TNNC1;FERMT2;CALM3;ACTA2;DEK;GJA1
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine-containing compound biosynthetic process;purine nucleotide biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process	MPC2;NDUFB1;ATP5MF;NDUFB10;NDUFS8;ATIC;DNAJC30;ATP5ME;PPARGC1A;NME9;NDUFA10;ATPSCKMT;NDUFS6;ATP5MC2;ADSS1;NDUFS4;NDUFAB1;NPPA;DIP2A;ATP5PO;NDUFB9;ACSL3;TECR;NDUFS5;NDUFB4;GART;NPR2;ATP5MC1;PDK4;ATP6V1A;ACSL6;DCAKD;NDUFA1;ATP5PF;GUCY2D;NDUFA6;NDUFV1;VCP;NDUFB3;AK4;ADCY8;ATP5MG;ADSL;AMPD1;ATP5PD;ADCY2;NDUFC2;PDHX;ALDOA;NDUFB5;STOML2;AK1;NDUFS3;ATP5F1C;SPHK2;ATP6V0C;NDUFB6;ELOVL2;NDUFS2;SDHA;PRKAG2;SDHD;NDUFV3;SDHB;PDHB;NDUFA9;ELOVL3;NDUFA8;COX11;NDUFC1;NDUFA12;ACLY;ATP5PB;ATP5MC3;TREM2;PANK4;AK3;DMAC2L;PDHA1;ACAT1;SDHC;ATP5F1A;ATP5F1B;ADCY5;ACACA;AMPD3;HSD17B12;DLD;ADCY6;HACD1;GCDH;NME6;MLYCD;ACSS2;NDUFA5;PDK2;ACSL1;NDUFS1;ACACB;PARP1;PANK1;ELOVL6;HACD2;PINK1;SNCA;ADCY9;DLAT;MTHFD1;PPARA;MMUT;UMPS;DHODH;UPRT;PRPSAP2;PRPSAP1;G6PD;KMO;RD3;ADA2;NMNAT1;NUDT12;NMNAT2;NADK2;ADAL;SHMT1;SLC52A3;KARS1;AK9;RRM1;ME1
purine ribonucleotide metabolic process	purine ribonucleotide metabolic process;ribonucleotide metabolic process;ribose phosphate metabolic process	PPP2CA;NDUFB1;ATP5MF;NDUFB10;NDUFS8;ATIC;DNAJC30;PRKACA;ATP5ME;FOXK2;PPARGC1A;FOXK1;NME9;NDUFA10;ATPSCKMT;NDUFS6;DLG1;ATP5MC2;ADSS1;HKDC1;NDUFS4;NDUFAB1;ENO3;XDH;NPPA;ARL2;BPGM;TIGAR;PGK1;DIP2A;MCEE;ATP5PO;MVD;NDUFB9;ACSL3;TECR;NDUFS5;NDUFB4;GART;ABCD1;NUDT4;KAT2B;HINT1;NPR2;FKRP;ATP6V1B2;ATP5MC1;ACTN3;PDK4;ATP6V1A;ACSL6;DCAKD;GPI;NUDT19;NDUFA1;ATP5PF;GUCY2D;NDUFA6;ACSM5;NDUFV1;VCP;NDUFB3;AK4;NUDT7;ADCY8;PMVK;ALDOB;ATP5MG;ADSL;SLC4A4;SULT1B1;AMPD1;ATP5PD;NT5C1A;ADCY2;NDUFC2;PDHX;ALDOA;NDUFB5;ACOT4;STOML2;GPAT4;DLST;ACSF2;AK1;HK3;NDUFS3;PFKP;SULT1E1;ATP5F1C;APP;SPHK2;ATP6V0C;ACOT11;NDUFB6;ELOVL2;PRKAA2;NDUFS2;HMGCS1;PKM;SDHA;SUCLG1;JMJD8;PRKAG2;PDE7A;SDHD;NDUFV3;SDHB;PDHB;PDE8B;NDUFA9;ELOVL3;PGAM1;MYH7;PDE4D;CROT;NDUFA8;COX11;NDUFC1;NDUFA12;ACLY;ATP5PB;ATP5MC3;OXSM;TREM2;DNM1L;SUCLG2;PANK4;AK3;DMAC2L;TPST2;NT5C2;PDHA1;ACAT1;OLA1;FBP1;RPTOR;BPNT1;SDHC;ATP5F1A;MLXIPL;ATP5F1B;ADCY5;NMNAT1;AASS;CLPX;ACACA;OPA1;ACOT1;AMPD3;HSD17B12;PARG;ATP1A2;DLD;PRKAG1;ADCY6;MYH6;GLYAT;HACD1;GCDH;MTOR;MCCC2;NME6;UCP2;MLYCD;ACSS2;ACOT2;SUCLA2;NDUFA5;EP300;PDK2;ACSL1;PGM1;NDUFS1;NCOR1;FAR2;ALDOC;OGDH;ACACB;ATP1B1;HK1;PARP1;PANK1;MPP1;ELOVL6;FITM2;HACD2;SULT2A1;PINK1;SNCA;DHTKD1;ADCY9;MFN1;PFKM;DLAT;MTHFD1;HSD17B4;PPARA;HMGCS2;GPD1;MMUT;PFKFB1;GPAM;NUDT3;DGAT2;UMPS;DHODH;ENTPD5;UPRT;PRPSAP2;PRPSAP1;G6PD;TALDO1
peroxisome	peroxisome;microbody	NUDT17;ISOC1;DHRS4;XDH;PEX13;PRDX5;PEX14;MGAT4A;ACSL3;ABCD1;DHRS7B;IDH2;ACSL6;NUDT19;PIK3C3;PEX5L;NUDT7;PMVK;LACC1;TTC1;PHYH;SOD1;ACOT4;PNPLA8;ECI2;SCP2;MFF;ABCD3;CRAT;SZT2;PEX2;AMACR;HACL1;CROT;MGST1;TRIM37;MUL1;ATAD1;DDO;PEX11B;DNM1L;GRHPR;ACAA1;PEX1;PEX3;ACOX1;PEX19;PECR;IDH1;NUDT12;ECH1;MYO5A;CAT;NBR1;GNPAT;LONP2;MLYCD;PLAAT3;ACOT2;ACBD5;VWA8;ACSL1;PXMP2;RIDA;HSDL2;FAR2;PEX12;MAVS;CD33;IDE;ABCD2;MPV17L;PEX11A;EHHADH;HSD17B4
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process;acyl-CoA metabolic process;thioester metabolic process	DIP2A;MCEE;MVD;ACSL3;TECR;ABCD1;PDK4;ACSL6;DCAKD;NUDT19;ACSM5;NUDT7;PMVK;SULT1B1;PDHX;ACOT4;GPAT4;DLST;ACSF2;SULT1E1;ACOT11;ELOVL2;HMGCS1;SUCLG1;PDHB;ELOVL3;CROT;ACLY;OXSM;SUCLG2;PANK4;TPST2;PDHA1;ACAT1;BPNT1;AASS;ACACA;ACOT1;HSD17B12;DLD;GLYAT;HACD1;GCDH;MCCC2;MLYCD;ACSS2;ACOT2;SUCLA2;PDK2;ACSL1;FAR2;OGDH;ACACB;PANK1;ELOVL6;FITM2;HACD2;SULT2A1;SNCA;DLAT;HSD17B4;HMGCS2;MMUT;GPAM;DGAT2
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis	NDUFA3;ATP5MJ;NDUFS7;NDUFB8;ATP5F1E;ATP5MK;NDUFA13;NDUFV2;NDUFB1;ATP5MF;NDUFB10;NDUFS8;DNAJC30;ATP5ME;NDUFA10;ATPSCKMT;NDUFS6;ATP5MC2;NDUFS4;NDUFAB1;ATP5PO;NDUFB9;NDUFS5;NDUFB4;ATP5MC1;ATP6V1A;NDUFA1;ATP5PF;NDUFA6;NDUFV1;NDUFB3;ATP5MG;ATP5PD;NDUFC2;NDUFB5;STOML2;NDUFS3;ATP5F1C;ATP6V0C;NDUFB6;NDUFS2;SDHA;SDHD;NDUFV3;SDHB;NDUFA9;NDUFA8;NDUFC1;NDUFA12;ATP5PB;ATP5MC3;SDHC;ATP5F1A;ATP5F1B;NDUFA5;NDUFS1
organellar ribosome	organellar ribosome;mitochondrial ribosome	MRPL24;MRPL10;DAP3;MRPS21;MRPL57;MRPS10;MRPL16;MRPS17;MRPL48;MRPL15;NSUN4;MRPS7;MRPS27;MRPS11;MRPL39;MRPL33;MRPL3;MRPL50;MRPL27;MRPS33;MRPL34;MRPS30;MRPL37;MRPS28;MRPL58;MRPL46;PTCD3;MRPS23;MRPL2;MRPL1;MRPS18B;MRPL44;MRPS18A;MRPL19;MRPL35;MRPL45;MRPS35;MRPS18C;MRPS14;MRPS22;MRPS16;MRPS9;MRPS5;MRPL30;MRPS31
I band	I band;Z disc	CTNNB1;KAT2B;DMD;PPP3CB;CSRP3;ANKRD2;ACTN3;AKAP4;CACNA1C;TCAP;HOMER1;BMP10;TRIM54;CFL2;SCN5A;JUP;TRIM63;ASB2;MYZAP;KY;JPH2;ALDOA;DNAJB6;KLHL40;FLNC;FBXO32;PARVB;ANKRD1;DST;CAV3;ACTN2;PDLIM5;ACTC1;FBXL22;MYH7;LDB3;CRYAB;ATP2B4;SYNPO2L;OBSCN;HRC;TTN;XIRP2;ITGB1BP2;JPH1;MYPN;CAB39;CAVIN4;MTM1;NEBL;C10orf71;UNC45B;OBSL1;MYH6;SYNC;PPP1R12B;MYOZ2;PGM5;KCNA5;CASQ2;SYNPO2;KCNE1;CASQ1;PPP2R5A;FHOD3;ANK2;SYNE2;NEB;SORBS2;RYR2;PALLD;CACNA1D;FHL2;NEXN;NOS1AP;ANK3;KCNN2;SLC8A1
