representative	grouped_terms	genes
mitochondrial gene expression	mitochondrial gene expression;mitochondrial translation	MRPL34;MRPS7;MRPL14;FASTKD3;MRPL37;FASTKD1;TUFM;MRPS2;NGRN;RMND1;MRPS5;MRPL46;MRPL47;MRPL33;MRPL20;PTCD1;CHCHD1;MRPL28;TRNT1;TWNK;MRPL51;SUPV3L1;MRPS24;MTERF2;MRPL57;AARS2;MRPL9;THAP11;MRPL27;PNPT1;MRPS31;TARS2;HARS1;MRPL10;RPUSD4;DAP3;MRPL58;ELAC2;TACO1;MRPS18B;MRPL24;MRPS18A;C1QBP;MRPS30;TEFM;MRPS11;MRPL15;ALKBH1;MTERF3;LARS2;MRPL36;MRPS23;MRPL50;MRPS33;MRPL49;TFB1M;MTIF2;RPUSD3;MRPL13;MRPS22;TRUB2;MRPL1;YARS2;MRPL3;MRPL35;LRPPRC;MALSU1;TSFM;MRPL39;MTRF1L;MRPS35;MRPL16;TFAM;FASTKD5;MRPS27;MRPS18C;PRORP;FASTKD2;GATB;MRPL48;TRMT10C;MRPS9;MRPS16;EARS2;MRPL45;MRPS28;MTIF3;TFB2M;GFM1;MRPL19;IARS2;MRPL44;MTRES1;GFM2;TRMT61B;MRPL30;MRPS14;MRPS17;DARS2;MRPS10
organellar ribosome	organellar ribosome;mitochondrial ribosome;ribosomal subunit	MRPL34;MRPS7;MRPL14;MRPL37;MRPS2;MRPS5;MRPL46;MRPL47;MRPL33;MRPL20;CHCHD1;MRPL28;MRPL51;MRPS24;MRPL57;MRPL9;MRPL27;MRPS31;MRPL10;DAP3;MRPL58;MRPS18B;MRPL24;MRPS18A;MRPS30;MRPS11;MRPL15;MRPL36;MRPS23;MRPL50;MRPS33;MRPL49;MRPL13;MRPS22;MRPL1;MRPL3;MRPL35;MRPL39;MRPS35;MRPL16;MRPS27;MRPS18C;MRPL48;MRPS9;MRPS16;MRPL45;MRPS28;MRPL19;MRPL44;MRPL30;MRPS14;MRPS17;MRPS10;RPL26L1;RPLP0P6;DHX29;SNU13;RPL7L1
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis;ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process	ATP5F1E;NDUFA13;ATP5ME;NDUFB10;ATP5MK;NDUFB9;ATP5MJ;SDHA;NDUFV1;ATP6V0C;ATP5PD;NDUFV3;NDUFB8;NDUFA3;ATP5PO;NDUFS6;ATP5MG;SDHB;ATP5MC2;NDUFB4;NDUFS5;NDUFA9;NDUFB1;ATP5MF;NDUFA1;NDUFA12;NDUFV2;ATP6V1A;NDUFC1;STOML2;ATP5PF;ATP5MC1;NDUFA6;ATP5F1EP2;NDUFA8;NDUFB2;ATP5F1A;NDUFAB1;ATP5F1B;NDUFS1;ATP5F1C;NDUFB3;NDUFB6;NDUFB5;ATP5MC3;ATP5PB;DNAJC30;NDUFS2;SDHD;NDUFA5;NDUFC2;SDHC;ALDOA;PPARA;VCP;NUDT2;COX11;PINK1;DMAC2L;PARP1;NME6;ADK;NME5;NME7;CTPS1;AK1;AK3
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	NDUFA13;NDUFAF4;ECSIT;NDUFB10;NDUFB9;NDUFAF3;OXA1L;NDUFB8;NDUFA3;NDUFB4;TMEM126A;NDUFAF6;NDUFS5;NDUFA9;NDUFB1;FOXRED1;NDUFA1;NDUFA12;DMAC2;DMAC1;COA1;NDUFC1;NDUFA6;NDUFA8;NDUFB2;NDUFAB1;NDUFS1;NDUFB3;TMEM126B;TMEM186;NDUFB6;NDUFB5;TIMM21;NDUFAF7;NDUFS2;NDUFA5;NDUFAF1;NDUFC2;LYRM2;NUBPL
aerobic respiration	aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds	ATP5F1E;NDUFA13;ATP5ME;COX7A1;SLC25A33;NDUFB10;NDUFB9;SDHA;NDUFV1;SUCLG2;ATP5PD;CYC1;COX4I1;OXA1L;NDUFV3;NDUFB8;NDUFA3;ATP5PO;NDUFS6;ATP5MG;IDH3B;COX7A2L;CHCHD2;SIRT3;SDHB;CCNB1;ADSL;MLXIPL;COX6B1;PARK7;NDUFB4;UQCRC1;NDUFS5;CAT;C2orf69;NDUFA9;COX8A;AFG1L;VCP;NDUFB1;DLST;COX5A;COX10;ATP5MF;SDHAF2;MDH1;NDUFA1;MSH2;IDH2;ACO2;NDUFA12;NDUFV2;COX7C;OGDH;PPIF;IREB2;COX6C;UQCRB;SUCLG1;NDUFC1;STOML2;ATP5PF;COQ9;NDUFA6;UQCRH;NNT;ATP5F1EP2;NDUFA8;NDUFB2;ATP5F1A;NDUFAB1;ATP5F1B;NDUFS1;UQCRHL;ATP5F1C;COX7B;HIF1A;OGDHL;NDUFB3;IDH1;DHTKD1;TEFM;NIPSNAP2;NDUFA4;UQCRC2;FH;FXN;DLD;GHITM;UQCRFS1;NDUFB6;NDUFB5;MDH2;IDH3A;COA6;ABCD1;ATP5PB;COX15;DNAJC15;DLAT;PINK1;DNAJC30;NDUFS2;SUCLA2;CS;ACO1;SDHD;NDUFA5;SLC25A51;PDHA1;CYCS;IDE;NDUFAF1;NDUFC2;SDHC;PDHB;SLC25A23;ISCU;UQCR10;CHCHD10;COQ10B;TRAP1;SOD2;SLC25A18;ETFB;PUM2;GPD1;NR4A3;CHCHD4;GPD2;SDHAF4;IFNLR1;ETFDH;PNPT1;SLC25A12;ETFA;CISD1;ETFRF1;LYRM7;OPN3;AKT2;KHK;STK40;PPP1R3F;PPP1R3G;GBE1;DYRK2;IRS1;MC4R;GYG2;KL;MT3;TIGAR;GYG1;PPP1R2;GNMT;MTOR;PFKM;ACADM;AGL;PPP1R3D;PPP1R3A;NHLRC1;PHKG1;UGP2;STBD1;PHKA1;PYGM;GSK3B;PPP1R1A;PHKB;PPP1CC
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	MRPL34;MRPL14;MRPL37;MRPL46;MRPL47;MRPL33;MRPL20;MRPL28;MRPL51;MRPL57;MRPL9;MRPL27;MRPL10;MRPL58;MRPL24;MRPS18A;MRPS30;MRPL15;MRPL36;MRPL50;MRPL49;MRPL13;MRPL1;MRPL3;MRPL35;MRPL39;MRPL16;MRPL48;MRPL45;MRPL19;MRPL44;MRPL30
aerobic electron transport chain	aerobic electron transport chain;ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;respiratory electron transport chain	COX7A1;NDUFB10;NDUFB9;SDHA;NDUFV1;CYC1;COX4I1;NDUFV3;NDUFB8;NDUFA3;NDUFS6;COX7A2L;SDHB;COX6B1;PARK7;NDUFB4;UQCRC1;NDUFS5;NDUFA9;COX8A;AFG1L;NDUFB1;COX5A;SDHAF2;NDUFA1;NDUFV2;COX7C;COX6C;UQCRB;NDUFC1;COQ9;NDUFA6;UQCRH;NDUFA8;NDUFB2;NDUFAB1;NDUFS1;UQCRHL;COX7B;NDUFB3;NDUFA4;UQCRC2;DLD;UQCRFS1;NDUFB6;NDUFB5;COX15;DNAJC15;PINK1;NDUFS2;SDHD;NDUFA5;SLC25A51;CYCS;NDUFAF1;NDUFC2;SDHC;CHCHD2;CCNB1;NDUFA12;GHITM;COA6;SOD2;SLC25A18;ETFB;PUM2;GPD1;GPD2;ETFDH;SLC25A12;ETFA;ETFRF1
respirasome	respirasome;mitochondrial respirasome;respiratory chain complex	NDUFA13;COX7A1;NDUFB10;NDUFB9;SDHA;NDUFV1;CYC1;COX4I1;NDUFV3;NDUFB8;NDUFA3;NDUFS6;COX7A2L;SDHB;COX6B1;NDUFB4;UQCRC1;HIGD2A;NDUFS5;C2orf69;NDUFA9;COX8A;NDUFB1;COX5A;FOXRED1;NDUFA1;HIGD1A;NDUFA12;NDUFV2;COX7C;DMAC2;DMAC1;COX6C;UQCRB;NDUFC1;NDUFA6;TTC19;UQCRH;NNT;NDUFA8;NDUFB2;NDUFAB1;NDUFS1;UQCRHL;COX7B;NDUFB3;NDUFA4;UQCRC2;WDR93;UQCRFS1;NDUFB6;NDUFB5;COA6;COX15;RAB5IF;STMP1;NDUFS2;SDHD;NDUFA5;CYCS;NDUFAF1;NDUFC2;SDHC
peroxisome	peroxisome;microbody	CRAT;ATAD1;MAVS;CAT;PXMP4;PEX11G;MUL1;ACOT2;FAR2;NBR1;LACC1;STING1;AGPS;IDH2;NUDT12;PAOX;HSDL2;PEX11B;RIDA;DNM1L;NUDT17;ACSL6;GSTK1;PHYH;ACBD5;PLAAT3;SCP2;PMVK;DHRS4;MFF;ACSL3;SOD1;ACAA1;CROT;DHRS7B;IDH1;HACL1;ALDH3A2;LONP2;PRDX5;ECI2;PXMP2;TRIM37;ACOT8;ABCD1;ACOXL;ACOT4;PEX3;PEX5;PIK3C3;PEX12;HSD17B4;ABCD2;NUDT7;AMACR;DDO;PEX19;IDE;GNPAT;TTC1;PNPLA8;ACOX1;EHHADH;PEX13;PEX11A;VWA8;SYT7;ISOC1;FNDC5;NUDT19;ACSL4;ABCD3
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process	ATP5F1E;NDUFA13;ATP5ME;PPT2;NDUFB10;GMPS;ATP5MK;NPR2;NDUFB9;ATP5MJ;SDHA;DCAKD;NDUFV1;ATP6V0C;ATP5PD;NDUFV3;NDUFB8;HSD17B12;ALDOA;NDUFA3;ATP5PO;NDUFS6;ATP5MG;ADSS1;ADCY5;TECR;ATIC;PDK2;HACD1;AK1;PDK3;SDHB;ADSL;HPRT1;ATP5MC2;AK5;PPARA;NDUFB4;PFAS;NDUFS5;MTHFD1;NDUFA9;ACSS1;VCP;NDUFB1;ATP5MF;NDUFA1;ACSS2;NUDT2;NDUFA12;NDUFV2;PDHX;ELOVL5;ATP6V1A;ACSL6;NDUFC1;STOML2;COX11;ATP5PF;ATP5MC1;NDUFA6;HACD2;GCDH;NME6;MMUT;ATP5F1EP2;ADK;NDUFA8;NDUFB2;ATP5F1A;NDUFAB1;MPC2;ATP5F1B;ACSL3;NDUFS1;ATP5F1C;PPCS;NDUFB3;PPAT;NME5;NME7;PANK1;ADCY1;AK3;DLD;ACAT1;PANK4;NDUFB6;NDUFB5;PAICS;ATP5MC3;ATP5PB;ACACA;NPPC;DLAT;PINK1;DNAJC30;NDUFS2;SDHD;NDUFA5;PDHA1;GART;NDUFC2;SDHC;DMAC2L;PDHB;GUCY2D;ADCY9;AMPD3;ACSL4;PARP1;UMPS;CTPS1;DHODH;RFK;UPRT;G6PD;PRPS1;NAMPT;SLC4A7;NUDT12;RD3;NMNAT3;NADK2;QPRT;NMNAT1;NMNAT2;ADA2;ADAL;FLAD1;KARS1;RRM1;ME1;AK9
