representative	grouped_terms	genes
peroxisome	peroxisome;microbody	AMACR;ALDH3A2;SOD1;DHRS7B;ACOXL;MAVS;PECR;ACAA1;GRHPR;ABCD3;EPHX2;FAR2;MFF;SYT7;DDO;MLYCD;XDH;PEX19;PEX12;RIDA;HACL1;MTARC2;PHYH;GSTK1;DNM1L;TTC1;ACOT2;PXMP2;AGPS;STING1;PEX2;GDAP1;TRIM37;PLAAT3;LACC1;NUDT19;GNPAT;ACSL6;ISOC1;FNDC5;PIK3C3;ACBD5;ACOX2;PEX13;PXMP4;ATAD1;SCP2;HSDL2;ABCD1;NBR1;ACSL3;PEX1;EHHADH;IDH1;HMGCR;ABCD2;PEX11B;PEX11A;CROT;MUL1;ACOX1;CAT;NUDT12;HSD17B4;VWA8;PEX3;IDE;MPV17L;LONP2
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process	FAR2;GPAT4;GPAM;HACD1;MPC2;MLYCD;HSD17B12;HMGCS2;SULT1E1;SUCLG2;ELOVL3;PPCS;TPST2;SULT1B1;ACOT2;THEM5;DLST;ACOT11;ACSF2;PDHA1;SULT1A2;ACACB;NUDT19;ACSL6;PANK4;DLD;HMGCS1;ACSM3;ABCD1;ACSL3;PDHB;MMUT;ACAT1;OGDH;ACSM5;HMGCR;CROT;DLAT;SUCLA2;MCCC2;HACD2;BPNT1;PANK1;FITM2;HSD17B4;OXSM
peroxisomal membrane	peroxisomal membrane;microbody membrane	ALDH3A2;DHRS7B;MAVS;PECR;ABCD3;FAR2;SYT7;PEX19;PEX12;TTC1;PXMP2;AGPS;PEX2;GDAP1;TRIM37;PLAAT3;GNPAT;ACSL6;FNDC5;ACBD5;PEX13;PXMP4;ATAD1;ABCD1;NBR1;ACSL3;PEX1;HMGCR;ABCD2;PEX11B;PEX11A;ACOX1;CAT;HSD17B4;PEX3;MPV17L
extracellular structure organization	extracellular structure organization;extracellular matrix organization;external encapsulating structure organization	COMP;FAP;ERO1A;AEBP1;MMP3;LOXL3;P4HA1;ADAMTS9;COL8A2;COLGALT1;ITGB3;LOXL2;MYO1E;RXFP1;LOX;ADAMTS8;COL22A1;COL4A1;LUM;DPT;ABL1;FOXC2;SFRP2;COL27A1;PXDN;COLQ;PHLDB1;FKBP10;COL18A1;LRP1;LAMA1;ADAM8;TGFB1;SMOC2;NFKB2;LAMB1;COL4A2;EMILIN1;SMAD3;MAD2L2;CTSK;RUNX1;PTX3;RGCC;TGFB2;PLOD3;MMP17;FMOD;RIC1;FOXF1;PRDX4;COL16A1;COL14A1;EFEMP2;EXT1;CST3;ADTRP;MATN1;GREM1;COL5A2;COL1A1;SERPINH1;COL5A1;PRSS1;BMP1;TGFBR1;COL9A2;COL8A1;COL12A1;DMP1;COL11A1;TNR;HPN;MMP23B;SERPINF2;ABI3BP;ADAMTSL2;COL3A1;LOXL1;MMP2;COL1A2;EGFLAM;MMP11;TNXB;GFAP;PHLDB2;COL4A3;RECK;ANTXR1;TGFBI;PDGFRA;CMA1;MATN4;FLOT1;MIA;COL15A1;IBSP;COL24A1;ZNF469;BCL3;COL28A1;MELTF;ITGA8;FURIN;NPHP3;SPINT1;P3H4;SCX;MATN3;TEX14;COL6A1;POMT2;CRTAP;LOXL4;ECM2;COL4A4;FOXC1;TMPRSS6;SULF1;MMP8;CPB2;GPM6B;TNFRSF1A;TNFRSF11B;ADAMTS13;NPNT;MMP9;MFAP4;CYP1B1;CCDC80;TPSAB1;HPSE2;POMGNT1;IMPG1;APLP1
aerobic respiration	aerobic respiration;cellular respiration	SUCLG1;NDUFS5;COA6;UQCRC1;COX7A2L;SDHAF2;CDK1;NDUFS4;ATP5PF;IDH3B;NDUFB10;STOML2;SDHA;ATP5MG;DNAJC30;COX6C;MLXIPL;OGDHL;COQ9;OXA1L;MDH2;NDUFAB1;COX8C;NDUFS3;IDH3G;VCP;NDUFV2;NDUFA8;NDUFC1;MIR210;CCNB1;MACROH2A1;C2orf69;HIF1A;NDUFB5;SLC25A33;NDUFA9;PPIF;UQCRHL;NDUFB6;ATP5PB;DHTKD1;ACO1;UQCRFS1;UQCRC2;FH;IDH3A;SUCLG2;MDH1;MTFR2;NDUFAF1;DLST;TEFM;ATP5F1A;UQCRB;ATP5F1B;PDHA1;SDHC;GHITM;ATPSCKMT;ATP5F1C;SDHD;IREB2;DLD;CYCS;ABCD1;ACO2;PDHB;OGDH;IDH1;COX15;CS;NDUFS1;NIPSNAP2;DLAT;SUCLA2;NNT;MDH1B;AFG1L;CAT;COX10;IDE;DNAJC15;FXN;NDUFA5;MSH2;ETFB;PNPT1;IFNLR1;OPN3;SLC25A25;CISD1;ETFRF1;ETFDH;CHCHD4;PUM2;COQ10A;GPD2;SLC25A12;LYRM7
acyl-CoA metabolic process	acyl-CoA metabolic process;thioester metabolic process	FAR2;GPAT4;GPAM;HACD1;MPC2;MLYCD;HSD17B12;HMGCS2;SUCLG2;ELOVL3;PPCS;ACOT2;THEM5;DLST;ACOT11;ACSF2;PDHA1;ACACB;NUDT19;ACSL6;DLD;HMGCS1;ACSM3;ABCD1;ACSL3;PDHB;MMUT;ACAT1;OGDH;ACSM5;DLAT;SUCLA2;HACD2;FITM2;HSD17B4;OXSM
receptor ligand activity	receptor ligand activity;signaling receptor activator activity	EPO;PENK;GDF15;IL11;TTR;VEGFA;CXCL6;FGF23;CXCL10;CXCL14;PF4;WNT16;CXCL11;ANGPTL3;ARTN;LEFTY2;CCL19;BDNF;TGFB3;CCL21;CCK;PPBP;NPPB;IL32;THBS4;SFRP2;DLL4;CD320;IL17D;CMTM2;TAFA1;TGFB1;GNRH1;STC1;INHBB;EFEMP1;HSPA1A;NBL1;AVP;WNT11;INHBE;INSL6;IL24;CMTM1;TYMP;STC2;NDP;TGFB2;TNFSF13B;WNT10A;EDN1;SPP1;ERFE;OSM;NGF;BGLAP;UCN;IGF2;CGB7;FGF14;NTF4;REG3A;BMP8A;GREM1;PTN;LTB;FGF5;CMTM3;VEGFC;ADM2;REG1A;FGF2;LIF;IL34;BMP1;NMB;INS;CCL28;C1QTNF12;SEMA3F;LTA;HGF;MDK;JAG1;TNFSF14;SEMA4F;CCL13;HDGFL3;SEMA4C;FGF17;IL1RN;DKK1;TGFA;NRG1;METRNL;FLT3LG;GDF7;CXCL1;QRFP;CLEC11A;APLN;SEMA3E;CMTM8;THNSL2;PGF;NENF;EDN2;CD80;NTF3;GDF10;CXCL8;MIA;UTS2;BTC;WNT9A;S100A4;PDGFB;SEMA3D;NPPA;WNT7B;GDNF;SCGB3A1;PRLH;C1QTNF9;FAM3B;TIMP1;IL7;TNFSF15;GDF5;VEGFB;CALCB;CCN3;IL20;PDGFD;CSF3;OGN;CXCL16;TNFRSF11B;EGFR;SLURP1;ALKAL2;DGKQ;TNFSF11;LGALS3;GHRL;CX3CL1;IL17B;CSF1
organellar small ribosomal subunit	organellar small ribosomal subunit;mitochondrial small ribosomal subunit	CHCHD1;MRPS33;PTCD3;MRPS17;MRPS18B;MRPS23;MRPS5;MRPS16;MRPS27;MRPS18C;MRPS22;MRPS9;MRPS28;MRPS10;MRPS14;MRPS35;MRPS31
transferase activity, transferring one-carbon groups	transferase activity, transferring one-carbon groups;S-adenosylmethionine-dependent methyltransferase activity;methyltransferase activity	CARNMT1;FAM86B2;NSUN2;CMTR2;PCMTD1;AS3MT;TFB1M;SETD7;NSUN3;FBXO11;ASH1L;TRMT12;SETD1B;TGS1;DNMT3A;COQ5;TFB2M;ICMT;METTL14;NSUN7;SMYD1;KMT5B;FAM98A;SMYD2;METTL13;PCMT1;ALKBH8;METTL25;PRMT3;DPH5;PRMT7;TRMT10A;ATPSCKMT;HENMT1;BHMT2;PRMT6;TPMT;TYW3;THUMPD3;TRMT2B;METTL21EP;METTL2A;NTMT2;NSD1;METTL15;METTL15P1;SETMAR;TRDMT1;FTSJ3;FDXACB1;ARMT1;MTFMT;ETFBKMT;PCMTD2;ZCCHC4;N6AMT1;TRMT1L;COQ3;SUV39H1;METTL18;LCMT2;TRMT10C;TRMT9B;TRMO;TRMT61B;PNMT;FAM98B;FTCD
regulation of heart contraction	regulation of heart contraction;heart contraction;heart process	RNF207;CTNNA3;TMEM38A;THRB;ZC3H12A;KCNH2;NOS1AP;EDNRA;CASQ2;JUP;ADORA1;NUP155;ATP2A2;GJA1;KCND3;ANK2;ATP1A3;HOPX;CALM1;MEF2A;ZMPSTE24;CXADR;KCNN2;CHRM2;CORIN;HCN4;DSG2;MYH6;TBX5;CELF2;RNLS;RYR2;TRDN;TMEM38B;CACNA1D;SLC8A1;KCNIP2;ATP1A2;DSC2;PKP2;FGF13;SPX;AKAP9;GPD1L;TNNI3K;CALM2;GJA5;ATP1B1;TMEM65;CACNB2;KCNJ3;THRA;ADRB1;DSP;KCNA5;FGF12;NEDD4L;TCAP;DNM1L;MTOR;SGCG;SCN1A;SGCD;GATA6;PPCS
