representative	grouped_terms	genes
organelle inner membrane	organelle inner membrane;mitochondrial inner membrane	MRPS7;HADHB;SPG7;TOMM40;ATP5MC3;NDUFV3;FOXRED1;SLC25A37;SLC25A19;PGS1;EFHD1;MRPS26;MRPL4;SLC25A16;MRPL27;ALDH18A1;LETM1;NDUFB9;NDUFV1;MRPL28;COX6C;TTC19;NDUFB1;UQCRQ;MRPL43;ATAD3B;MRPS2;MRPS5;NDUFS4;MICU3;MPC1;MRPS25;TIMM13;MRPL48;COX16;ATP5MG;SLC25A20;MRPL36;MTHFD2L;UQCR10;NDUFS2;SFXN2;MRPS15;ATP5MC1;TIMM8B;MGARP;ATP5PO;NDUFS6;NDUFS5;ATP5PD;COX5A;NDUFS7;ATP5MK;SLC25A41;SLC25A1;ATP5MJ;NDUFB10;UCP2;CHCHD1;MRPS21;COX7A1;CHCHD6;NDUFA2;MRPL41;MRPL11;OXA1L;BCL2L1;MRPS34;COX4I1;NDUFB2;MRPL32;SLC25A23;HADHA;MRPL9;MRPL55;UQCRH;MCUR1;NDUFA12;TIMM50;ATP5ME;SLC25A10;COX7C;MRPL12;ATP5F1D;COX7B;MRPL51;COA3;NDUFA4;NDUFS8;TIMM10;MPV17;NDUFAF2;NDUFB4;SFXN1;MRPS24;MRPL21;NDUFAF3;DMAC1;MRPL38;HIGD2A;NDUFA1;UQCC2;AURKAIP1;NDUFB7;PHB2;TIMM44;ATAD3A;ATP5MF;TMEM11;SLC25A33;MRPS11;UQCR11;NDUFB8;MRPS6;SHMT2;ENDOG;COX7A2;MCUB;SLC25A5;NDUFA11;MTG1;COX20;SLC25A34;GADD45GIP1;MRPL37;MRPL57;MRPS18C;SCO2;COX5B;MRPL14;ATP5MC2;MICOS10;PET100;ATP5F1E;OTC;SLC25A39;COX6B1;MICOS13;NDUFB11;TRAP1;MRPL17;SLC25A18;MRPL2;TIMM17B;SLC25A42;NDUFA13;NDUFC2;MRPL52;MRPL20;COX6A1;CKMT1A;COX6B2;COX8A;MTFP1;ACADVL;ROMO1;MRPL54;CKMT1B;PDE2A;BOK;MRPS18A;ALAS2;UCP1
inner mitochondrial membrane protein complex	inner mitochondrial membrane protein complex;membrane protein complex	NDUFB9;NDUFV1;COX6C;NDUFB1;UQCRQ;NDUFS4;MICU3;MPC1;ATP5MG;UQCR10;NDUFS2;ATP5MC1;ATP5PO;NDUFS6;NDUFS5;ATP5PD;COX5A;NDUFS7;ATP5MK;ATP5MJ;NDUFB10;COX7A1;CHCHD6;NDUFA2;COX4I1;NDUFB2;UQCRH;NDUFA12;TIMM50;ATP5ME;COX7C;ATP5F1D;COX7B;NDUFA4;NDUFS8;TIMM10;NDUFB4;DMAC1;NDUFA1;NDUFB7;PHB2;TIMM44;ATP5MF;UQCR11;NDUFB8;COX7A2;MCUB;NDUFA11;COX5B;ATP5MC2;MICOS10;ATP5F1E;COX6B1;MICOS13;NDUFB11;TIMM17B;NDUFA13;NDUFC2;COX6A1;COX8A;ROMO1;SPG7;TOMM40;ATP5MC3;NDUFV3;TOMM5;FOXRED1;BCL2;TOMM7;HTRA2;TOMM6;SLC25A5;COX6B2
energy derivation by oxidation of organic compounds	energy derivation by oxidation of organic compounds;cellular respiration;generation of precursor metabolites and energy	CHCHD5;ATP5PO;NDUFS6;NDUFS5;ATP5PD;COX5A;NDUFS7;MTFR1;DGUOK;NDUFB10;AIFM2;COX7A1;NDUFA2;OXA1L;IDH3B;COX4I1;NDUFB2;SLC25A23;UQCRH;NDUFA12;ATP5ME;BNIP3;COX7C;ATP5F1D;IDH3G;COX7B;NDUFA4;NDUFS8;NDUFB4;NDUFA1;UQCC2;NDUFB7;SDHAF4;BLOC1S1;ADCY10;ANTKMT;ATP5MF;ETFB;SLC25A33;UQCR11;NDUFB8;SHMT2;COX7A2;NDUFA11;ARL2;SCO2;COX5B;PRELID1;ATP5F1E;COX6B1;NDUFB11;TRAP1;SLC25A18;NDUFA13;NDUFC2;CHCHD2;COX6A1;COX6B2;COX8A;ACADVL;PARK7;UCP2;OXCT1;PHB2;HMGCS2
respiratory chain complex	respiratory chain complex;respirasome;mitochondrial respirasome	NDUFA7;NDUFV3;FOXRED1;NDUFB9;NDUFV1;COX6C;NDUFB1;UQCRQ;NDUFS4;UQCR10;NDUFS2;NDUFS6;NDUFS5;COX5A;NDUFS7;NDUFB10;COX7A1;NDUFA2;COX4I1;NDUFB2;UQCRH;NDUFA12;COX7C;COX7B;NDUFA4;NDUFS8;NDUFB4;DMAC1;NDUFA1;NDUFB7;UQCR11;NDUFB8;COX7A2;NDUFA11;COX5B;COX6B1;NDUFB11;NDUFA13;NDUFC2;COX6A1;COX6B2;COX8A;TTC19;HIGD2A
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;ATP metabolic process;ATP biosynthetic process;proton motive force-driven mitochondrial ATP synthesis;purine nucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process	NDUFA7;ATP5MC3;NDUFV3;NDUFB9;NDUFV1;NDUFB1;NDUFS4;ATP5MG;NDUFS2;ATP5MC1;ATP5PO;NDUFS6;NDUFS5;ATP5PD;NDUFS7;ATP5MK;ATP5MJ;NDUFB10;NDUFA2;NDUFB2;NDUFA12;ATP5ME;ATP5F1D;NDUFS8;NDUFB4;NDUFA1;NDUFB7;ANTKMT;ATP5MF;NDUFB8;NDUFA11;ATP5MC2;ATP5F1E;NDUFB11;NDUFA13;NDUFC2;NUDT5;UCP2;ADCY10;AK2;FIS1;TSPO;ARL2;DGUOK;DTYMK
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration	NDUFB9;NDUFV1;COX6C;NDUFB1;UQCRQ;BID;NDUFS4;ATP5MG;UQCR10;NDUFS2;ATP5PO;NDUFS6;NDUFS5;ATP5PD;COX5A;NDUFS7;DGUOK;NDUFB10;COX7A1;NDUFA2;COX4I1;NDUFB2;SLC25A23;UQCRH;NDUFA12;ATP5ME;COX7C;ATP5F1D;COX7B;NDUFA4;NDUFS8;NDUFB4;NDUFA1;UQCC2;NDUFB7;ANTKMT;ATP5MF;SLC25A33;UQCR11;NDUFB8;SHMT2;COX7A2;NDUFA11;COX5B;ATP5F1E;COX6B1;NDUFB11;NDUFA13;NDUFC2;CHCHD2;COX6A1;COX6B2;COX8A;PARK7;PANK2;MTFR1;OXA1L;IDH3B;BNIP3;IDH3G;BLOC1S1;ARL2
proton transmembrane transport	proton transmembrane transport;proton transmembrane transporter activity;monoatomic ion transmembrane transporter activity;inorganic molecular entity transmembrane transporter activity;monoatomic cation transmembrane transporter activity;inorganic cation transmembrane transporter activity	ATP5MG;UQCR10;ATP5MC1;ATP5PO;ATP5PD;COX5A;NDUFS7;UCP2;COX7A1;COX4I1;UQCRH;ATP5ME;ATP5F1D;COX7B;NDUFA4;PHB2;ANTKMT;ATP5MF;SLC25A5;COX5B;ATP5MC2;ATP5F1E;COX6B1;SLC25A18;COX8A;UCP1;SFXN3;SFXN2;SFXN1;SLC25A23;SLC25A10
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;respiratory electron transport chain;aerobic electron transport chain	NDUFB9;NDUFV1;COX6C;NDUFB1;UQCRQ;BID;NDUFS4;UQCR10;NDUFS2;NDUFS6;NDUFS5;COX5A;NDUFS7;DGUOK;NDUFB10;COX7A1;NDUFA2;COX4I1;NDUFB2;UQCRH;NDUFA12;COX7C;COX7B;NDUFA4;NDUFS8;NDUFB4;NDUFA1;NDUFB7;UQCR11;NDUFB8;COX7A2;COX5B;COX6B1;NDUFC2;CHCHD2;COX6A1;COX8A;PARK7;AIFM2;ETFB;SCO2;SLC25A18
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I;transmembrane transporter complex;transporter complex;NADH dehydrogenase (ubiquinone) activity;oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor;NADH dehydrogenase (quinone) activity;NADH dehydrogenase activity;NAD(P)H dehydrogenase (quinone) activity	NDUFA7;NDUFV3;FOXRED1;NDUFB9;NDUFV1;NDUFB1;NDUFS4;NDUFS2;NDUFS6;NDUFS5;NDUFS7;NDUFB10;NDUFA2;NDUFB2;NDUFA12;NDUFA4;NDUFS8;NDUFB4;DMAC1;NDUFA1;NDUFB7;NDUFB8;NDUFA11;NDUFB11;NDUFA13;NDUFC2;UQCRQ;MICU3;UQCR10;UQCRH;UQCR11;MCUB;TIMM13;TIMM8B;TIMM10;CRYZ;AIFM2;DCXR
respiratory chain complex IV	respiratory chain complex IV;mitochondrial respiratory chain complex IV	COX5A;COX7A1;COX4I1;COX7C;COX7B;NDUFA4;COX7A2;COX5B;COX6B1;COX6A1;COX6B2;COX8A
