representative	grouped_terms	genes
respirasome	respirasome;mitochondrial respirasome;respiratory chain complex	NNT;DMAC2;COX6A2;NDUFB10;COX5B;FOXRED1;SDHD;COX7A1;NDUFA9;SDHA;UQCRH;NDUFA5;NDUFA13;NDUFS7;RAB5IF;NDUFB8;NDUFB9;COX4I1;SDHC;NDUFB5;NDUFA1;NDUFS8;COX6B1;NDUFA11;NDUFAF1;NDUFB1;HIGD2A;NDUFS6;NDUFC1;UQCR11;UQCRC2;NDUFV1;CYC1;NDUFV2;NDUFB4;UQCRB;COX6C;UQCRC1;UQCRFS1;COX7C;CYCS;NDUFAB1;DMAC1;COX8A;NDUFB3;NDUFS2;NDUFA8;COX5A;COX7B;COA6;NDUFB6;NDUFA4;NDUFB2;NDUFC2
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds;generation of precursor metabolites and energy	DLD;DNAJC15;PINK1;STOML2;COX6A2;FXN;NDUFB10;COX5B;ATP5F1E;SDHD;COX7A1;NDUFA9;SDHA;UQCRH;NDUFA5;NDUFA13;NDUFS7;NDUFB8;NDUFB9;COX4I1;ATP5MG;SDHC;NDUFB5;NDUFA1;NDUFS8;COX6B1;GHITM;ATP5PO;NDUFA11;NDUFAF1;ATP5MF;NDUFB1;ATP5F1A;NDUFS6;NDUFC1;UQCR11;ATP5PF;COQ9;ATP5PB;UQCRC2;NDUFV1;PPIF;CYC1;NDUFV2;NDUFB4;UQCRB;COX6C;UQCRC1;UQCRFS1;CHCHD2;COX7C;CYCS;NIPSNAP2;ATP5F1B;NDUFAB1;COX8A;NDUFB3;ATP5F1C;NDUFS2;NDUFA8;COX5A;COX7B;COA6;NDUFB6;NDUFA4;DNAJC30;NDUFB2;SLC25A23;NDUFC2;NNT;DLAT;ACO2;OGDH;IDH3B;SUCLG1;IDH3A;COX10;IDH2;PDHB;CS;FH;PDHA1;OGDHL;MDH2;ETFRF1;ETFB;LYRM7;ETFA;CISD1;ACADM;OXCT2;ACAT1;ACSS1;QDPR;FDX1;ME2;COX17
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis;ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process;ATP metabolic process;purine ribonucleotide biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process	STOML2;ATP5MJ;NDUFB10;ATP5MC2;ATP5F1E;SDHD;NDUFA9;SDHA;NDUFA5;NDUFA13;NDUFS7;NDUFB8;ATP5MK;NDUFB9;ATP5MG;SDHC;NDUFB5;NDUFA1;NDUFS8;ATP5PO;NDUFA11;ATP5MF;NDUFB1;ATP5F1A;NDUFS6;NDUFC1;ATP5PF;ATP5PB;NDUFV1;NDUFV2;ATP5MC1;NDUFB4;ATP5F1B;NDUFAB1;NDUFB3;ATP5F1C;NDUFS2;NDUFA8;ATP5MC3;NDUFB6;DNAJC30;NDUFB2;NDUFC2;PINK1;DMAC2L;OGDH;BAD;OGDHL;DLD;DLAT;ACSL6;PDHX;PAICS;PDHB;ACAT1;PDHA1;ACSS1;MPC2;KARS1
aerobic electron transport chain	aerobic electron transport chain;ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;electron transport chain;respiratory electron transport chain	DLD;DNAJC15;PINK1;COX6A2;NDUFB10;COX5B;SDHD;COX7A1;NDUFA9;SDHA;UQCRH;NDUFA5;NDUFS7;NDUFB8;NDUFB9;COX4I1;SDHC;NDUFB5;NDUFA1;NDUFS8;COX6B1;NDUFAF1;NDUFB1;NDUFS6;NDUFC1;UQCR11;COQ9;UQCRC2;NDUFV1;CYC1;NDUFV2;NDUFB4;UQCRB;COX6C;UQCRC1;UQCRFS1;COX7C;CYCS;NDUFAB1;COX8A;NDUFB3;NDUFS2;NDUFA8;COX5A;COX7B;NDUFB6;NDUFA4;NDUFB2;NDUFC2;GHITM;CHCHD2;COA6;ETFRF1;ETFB;IDH3B;ETFA;QDPR;FDX1;ME2
oxidoreduction-driven active transmembrane transporter activity	oxidoreduction-driven active transmembrane transporter activity;primary active transmembrane transporter activity	NDUFB10;COX5B;COX7A1;NDUFA9;UQCRH;NDUFA5;NDUFS7;NDUFB8;NDUFB9;COX4I1;NDUFB5;NDUFA1;NDUFS8;COX6B1;NDUFB1;NDUFS6;NDUFC1;NDUFV1;CYC1;NDUFV2;NDUFB4;UQCRC1;UQCRFS1;COX8A;NDUFB3;NDUFS2;NDUFA8;COX5A;COX7B;NDUFB6;NDUFA4;NDUFB2;NDUFC2;ABCD2;ATP5F1B;ABCD3
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	DMAC2;NDUFB10;FOXRED1;NDUFA9;NDUFA5;NDUFA13;NDUFS7;NDUFB8;NDUFB9;NDUFB5;NDUFA1;NDUFS8;NDUFA11;NDUFAF1;NDUFB1;NDUFS6;NDUFC1;NDUFV1;NDUFV2;NDUFB4;NDUFAB1;DMAC1;NDUFB3;NDUFS2;NDUFA8;NDUFB6;NDUFA4;NDUFB2;NDUFC2
mitochondrial inner membrane	mitochondrial inner membrane;organelle inner membrane	NNT;TOMM40;AFG3L2;MRPL51;PMPCA;DMAC2;DNAJC15;PGAM5;PINK1;STOML2;GADD45GIP1;COX6A2;L2HGDH;TIMM8A;OTC;ATP5MJ;MRPL27;LETM1;NDUFB10;TIMM17B;COX5B;FOXRED1;ATP5MC2;MRPL3;TIMM8B;SMIM20;NDUFAF3;MRPS22;ATP5F1E;SDHD;COX7A1;NDUFA9;SDHA;MRPS34;TIMM23;LDHB;UQCRH;TIMMDC1;MRPL33;NDUFA5;NDUFA13;TIMM13;TIMM21;NDUFS7;RAB5IF;NDUFB8;ATP5MK;NDUFB9;COX4I1;ATP5MG;MRPS30;SDHC;NDUFB5;NDUFA1;MRPL47;NDUFS8;DAP3;COX6B1;GHITM;ATP5PO;NDUFA11;MRPL39;AURKAIP1;COQ7;MRPS7;MRPL24;AIFM1;MRPL1;NDUFAF1;ATP5MF;MRPL20;NDUFB1;COX10;ATP5F1A;ECSIT;TMEM11;HIGD2A;NDUFS6;MRPS35;SLC25A48;DNAJC19;MRPS11;NDUFC1;UQCR11;MRPL4;ATP5PF;COQ9;ATP5PB;MRPS27;UQCRC2;NDUFV1;MRPL13;PPIF;CYC1;MICU2;HCCS;NDUFV2;APOO;MRPL48;MRPL36;MRPL35;MRPL37;MRPS24;ATP5MC1;NDUFB4;MRPL28;UQCRB;MRPL58;COX6C;SLC25A3;UQCRC1;UQCRFS1;TIMM17A;COX7C;MRPL14;MRPL16;MAIP1;CYCS;ATP5F1B;NDUFAB1;CPT2;DMAC1;MRPL12;MRPL15;SLC25A10;COX8A;MRPL44;NDUFB3;ATP5F1C;MRPS33;MRPL10;SLC25A15;NDUFS2;MRPS28;NDUFA8;COX5A;MRPL30;COX7B;TMEM177;COQ3;ENDOG;MRPS9;ATP5MC3;MRPL57;DMAC2L;MRPS10;MPC2;NDUFB6;NDUFA4;DNAJC30;CRLS1;NDUFB2;COQ2;TMEM70;MTX2;MRPS16;SLC25A23;CHDH;CYP11B1;NDUFC2;MRPS17;LRPPRC
inner mitochondrial membrane protein complex	inner mitochondrial membrane protein complex;membrane protein complex	AFG3L2;DMAC2;DNAJC15;COX6A2;ATP5MJ;NDUFB10;TIMM17B;COX5B;FOXRED1;ATP5MC2;ATP5F1E;SDHD;COX7A1;NDUFA9;SDHA;TIMM23;UQCRH;NDUFA5;NDUFA13;TIMM21;NDUFS7;NDUFB8;ATP5MK;NDUFB9;COX4I1;ATP5MG;SDHC;NDUFB5;NDUFA1;NDUFS8;COX6B1;ATP5PO;NDUFA11;NDUFAF1;ATP5MF;NDUFB1;ATP5F1A;NDUFS6;DNAJC19;NDUFC1;UQCR11;ATP5PF;ATP5PB;UQCRC2;NDUFV1;PPIF;CYC1;MICU2;NDUFV2;APOO;ATP5MC1;NDUFB4;UQCRB;COX6C;UQCRC1;UQCRFS1;TIMM17A;COX7C;ATP5F1B;NDUFAB1;DMAC1;COX8A;NDUFB3;ATP5F1C;NDUFS2;NDUFA8;COX5A;COX7B;ATP5MC3;MPC2;NDUFB6;NDUFA4;NDUFB2;MTX2;NDUFC2;TOMM40;TOMM70;VDAC2;BAK1;VDAC3;VDAC1;COA6;TOMM40L;DMAC2L
transmembrane transporter complex	transmembrane transporter complex;transporter complex	UQCRH;NDUFA5;NDUFA13;NDUFS7;NDUFB8;NDUFB9;NDUFB5;NDUFA1;NDUFS8;NDUFA11;NDUFAF1;NDUFB1;NDUFS6;NDUFC1;UQCR11;UQCRC2;NDUFV1;CYC1;MICU2;NDUFV2;NDUFB4;UQCRB;UQCRC1;UQCRFS1;NDUFAB1;DMAC1;NDUFB3;NDUFS2;NDUFA8;NDUFB6;NDUFA4;NDUFB2;NDUFC2;DMAC2;TIMM8A;NDUFB10;FOXRED1;TIMM8B;NDUFA9;TIMM13
NADH dehydrogenase activity	NADH dehydrogenase activity;NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase (quinone) activity;NAD(P)H dehydrogenase (quinone) activity;oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor;oxidoreductase activity, acting on NAD(P)H	NDUFA9;NDUFA5;NDUFS7;NDUFB8;NDUFB9;NDUFB5;NDUFA1;NDUFS8;AIFM1;NDUFB1;NDUFS6;NDUFC1;NDUFV1;NDUFV2;NDUFB4;NDUFB3;NDUFS2;NDUFA8;NDUFB6;NDUFA4;NDUFB2;NDUFC2;CRYZ
