representative	grouped_terms	genes
aerobic respiration	aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds;generation of precursor metabolites and energy	NDUFB6;COX5A;IDH3A;SDHA;NDUFA4;DLAT;ATP5PO;NDUFA10;COX8A;NDUFA5;NDUFB3;NDUFAB1;NIPSNAP2;ACO2;NDUFAF1;PINK1;UQCRC1;OGDH;CYCS;OXA1L;PPIF;GHITM;MFN2;SUCLG2;ATP5F1C;UQCRH;ATP5F1A;PDHA1;NNT;FH;IDH2;SDHB;NDUFV1;PDHB;SUCLA2;DLST;SDHD;NDUFA9;DLD;NDUFS4;CS;UQCRC2;NDUFB5;MDH2;COQ9;SUCLG1;AFG1L;ATP5F1B;NDUFS2;SDHC;IDH3B;ATP5PB;COX10;UQCRFS1;ETFDH;CISD1;TRAP1;ETFA;MAOB;QDPR;SLC25A4;ACAT1;OXCT1
aerobic electron transport chain	aerobic electron transport chain;ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;respiratory electron transport chain;electron transport chain	NDUFB6;COX5A;SDHA;NDUFA4;NDUFA10;COX8A;NDUFA5;NDUFB3;NDUFAB1;NDUFAF1;PINK1;UQCRC1;CYCS;UQCRH;SDHB;NDUFV1;SDHD;NDUFA9;DLD;NDUFS4;UQCRC2;NDUFB5;COQ9;AFG1L;NDUFS2;SDHC;UQCRFS1;GHITM;ETFDH;ETFA;CYC1;ALDH2;MAOB;QDPR;IDH3B
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process;ATP metabolic process;ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process	NDUFB6;SDHA;ATP5PO;NDUFA10;NDUFA5;NDUFB3;ATP5MC1;NDUFAB1;ATP5F1C;ATP5F1A;SDHB;NDUFV1;SDHD;NDUFA9;NDUFS4;NDUFB5;ATP5MC3;ATP5F1B;NDUFS2;SDHC;ATP5PB;DMAC2L;PINK1;OGDH;OPA1
mitochondrial respirasome	mitochondrial respirasome;respirasome;respiratory chain complex	DMAC1;CYC1;NDUFB6;COX5A;SDHA;NDUFA4;NDUFA10;COX8A;NDUFA5;NDUFB3;NDUFAB1;NDUFAF1;UQCRC1;UQCRH;NNT;SDHB;NDUFV1;SDHD;NDUFA9;NDUFS4;UQCRC2;NDUFB5;NDUFS2;SDHC;UQCRFS1;HIGD1A;CYCS
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process;small molecule catabolic process	HSD17B4;ETFB;MLYCD;ECHS1;GSTZ1;TST;GCSH;ALDH1L1;CRAT;HOGA1;CPT2;AUH;HADHB;ACADM;DBT;BCKDHA;PPM1K;ACAA2;GCAT;LDHD;ALDH5A1;BCKDHB;ETFDH;ACAA1;EHHADH;QDPR;ALDH6A1;ACADSB;ABCD3;ADHFE1;ETFA;ACAT1;GOT2;PCCA;PCCB;DECR1;HADH;PHYH;MCCC1;DLST;DLD;GCDH;HIBCH;HIBADH;ECI2;ALDH1B1;ALDH2;OXCT1
inner mitochondrial membrane protein complex	inner mitochondrial membrane protein complex;membrane protein complex	GRPEL1;TIMM17A;DMAC1;MPC1;SAMM50;AFG3L2;CYC1;MICU2;NDUFB6;HSPA9;COX5A;SDHA;NDUFA4;ATP5PO;NDUFA10;COX8A;NDUFA5;NDUFB3;MTX2;ATP5MC1;NDUFAB1;CHCHD3;DNAJC11;NDUFAF1;UQCRC1;PPIF;ATP5F1C;UQCRH;APOOL;APOO;TIMM21;ATP5F1A;SDHB;NDUFV1;SDHD;NDUFA9;NDUFS4;IMMT;UQCRC2;NDUFB5;ATP5MC3;ATP5F1B;NDUFS2;SDHC;ATP5PB;UQCRFS1;TOMM70;DMAC2L;SLC25A4;VDAC3;VDAC1;TOMM40L;VDAC2
organic acid metabolic process	organic acid metabolic process;oxoacid metabolic process;carboxylic acid metabolic process	PDK1;ACSL1;LYPLA1;MECR;HSD17B4;ETFB;MLYCD;ECHS1;GSTZ1;TST;SLC25A12;PCBD2;ACSS1;BCO2;ME2;GCSH;FAHD1;ALDH1L1;DHTKD1;CRAT;OXSM;MMUT;HOGA1;CPT2;AUH;HADHB;ACADM;SIRT4;DBT;PDK2;BCKDHA;PPA2;SDHAF3;PPM1K;ACOT2;ACAA2;IDH3A;SDHA;GCAT;LDHD;DLAT;ALDH5A1;BCKDHB;ETFDH;ACAA1;MRS2;EHHADH;NDUFAB1;ACO2;OGDH;QDPR;ALDH6A1;ACADSB;ABCD3;ADHFE1;L2HGDH;SUCLG2;ETFA;ACOT11;ACAT1;GOT2;PCCA;PCCB;PDHA1;DECR1;HADH;FH;PHYH;MCCC1;IDH2;LDHB;LIAS;VDAC1;PDHB;SUCLA2;DLST;DLD;CS;GCDH;HIBCH;HIBADH;PDHX;ECI2;MDH2;IDH3B
branched-chain amino acid metabolic process	branched-chain amino acid metabolic process;branched-chain amino acid catabolic process	AUH;DBT;BCKDHA;PPM1K;BCKDHB;ALDH6A1;ACADSB;ACAT1;PCCA;PCCB;MCCC1;DLD;HIBCH;HIBADH
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I;NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase (quinone) activity;NAD(P)H dehydrogenase (quinone) activity;oxidoreductase activity, acting on NAD(P)H;oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	NDUFA8;NDUFB9;NDUFV2;NDUFS7;DMAC1;NDUFB6;NDUFA4;NDUFA10;NDUFA5;NDUFB3;NDUFAB1;NDUFAF1;NDUFV1;NDUFA9;NDUFS4;NDUFB5;NDUFS2;NNT;AIFM1;NDUFA1;NDUFB4;CRYZ
ribonucleotide biosynthetic process	ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process;carbohydrate derivative biosynthetic process	NDUFB6;SDHA;DLAT;ATP5PO;DMAC2L;NDUFA10;NDUFA5;NDUFB3;ATP5MC1;NDUFAB1;PINK1;ATP5F1C;ACAT1;ATP5F1A;PDHA1;SDHB;NDUFV1;PDHB;SDHD;NDUFA9;DLD;NDUFS4;GCDH;NDUFB5;PDHX;ATP5MC3;ATP5F1B;NDUFS2;SDHC;ATP5PB
