representative	grouped_terms	genes
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process	KYAT3;PRODH;KMO;ARG2;SHMT1;DDO;ARG1;HACL1;HGD;GLDC;PLIN5;IDO2;TAT;LPIN2;GPT2;SLC25A17;BCKDK;CBS;NUDT8;GLYATL2;ENOSF1;CYP4F2;TDO2;AASS;ACOT7;HAL;ECI1;HSD17B10;ACACB;DAO;GPT;ACOXL;HAO2;ACOX3;LDHD;GOT2;ACMSD;CRYL1;THNSL2;AUH;BLMH;DLD;GLUD1;SDSL;DCXR;CSAD;GCSH;ABHD1;PON3;QDPR;MCCC2;AIG1;ILVBL;SDS;AKR1A1;SLC25A21;GAD2;UROC1;BCKDHA;PIPOX;AKR1D1;CYP26C1;CROT;HAO1;ACAT2;PEX2;SLC27A2;SARDH;CYP2W1;GCDH;LONP2;CRAT;IVD;QPRT;DECR1;ARHGAP11B;ECHDC1;ACADS;SLC16A3;ABAT;ECHDC2;CYP4F12;CYP4F3;IL4I1;DBT;PCCB;SLC25A44;GSTZ1;HOGA1;DPEP2;NOS2;MTHFS;HMGCL;ALDH8A1;NOS3;ECHS1;ALDH4A1;DLST;SCP2;PCK1;AFMID;BCAT2;KYNU;SESN2;MTLN;ECI2;ACAT1;AMDHD2;ABCD3;AGXT;ALDH5A1;BDH2;CPT1A;OAT;ETFDH;MCCC1;RIDA;IRS2;HADH;AMDHD1;PCK2;TST;IRS1;FTCD;CPT2;HAAO;BCKDHB;DECR2;ETFB;ABCD1;ACSF3;PLA2G15;GLUD2;ABHD2;ACOX1;MAT1A;SORD;PEX7;ACOX2;HMGCLL1;MTRR
aerobic respiration	aerobic respiration;cellular respiration	DNAJC30;PDHB;NDUFB5;NDUFA11;DNAJC15;NDUFB8;NDUFB9;UQCC2;TMEM135;ANTKMT;ACLY;NDUFS7;CBFA2T3;COQ9;NDUFS5;DLD;ATP5PF;FH;COX10;NDUFS1;C2orf69;NDUFA13;NDUFB7;NDUFS8;NDUFA6;NDUFB11;ATP5F1D;ATP5F1C;SDHB;ATP5PB;DLAT;OGDHL;UQCRQ;NDUFA2;NNT;SURF1;ATP5F1A;IDH3A;COX4I1;NDUFC1;COX6A1;NDUFS4;NDUFV2;CDK1;PARK7;NDUFA7;DGUOK;SIRT3;ACO1;ATP5PD;SUCLG1;OXA1L;NDUFB6;UQCR11;NDUFAB1;COX4I2;NDUFS2;ADSL;COX6C;CS;COX7A2;NDUFV1;IDH3B;NDUFB1;MDH2;NDUFC2;ATP5MG;NDUFS3;NDUFB10;ATP5PO;CYC1;NDUFB4;DHTKD1;RHOA;UQCRC1;DLST;MACROH2A1;PINK1;COX5A;COX5B;COX15;COX8A;SLC25A33;NDUFA1;UQCRC2;NDUFA4;ATP5MF;NDUFA9;PPIF;ACO2;HIF1A;BNIP3;ATP5F1E;NDUFAF1;NDUFA10;SDHC;AFG1L;CHCHD2;UQCRFS1;ABCD1;CAT;TNF;NDUFA5;ATP5F1B;PPARGC1A;ETFRF1;IL10RB;CHCHD5;GPD1;SLC25A13;SLC25A18;SLC25A22;NR4A3;COQ10A;SLC25A25;NOS2;IMMP2L;MTLN;TRAP1;ETFDH;COQ10B;ETFB;IFNG;UQCR10
ribonucleotide metabolic process	ribonucleotide metabolic process;purine ribonucleotide metabolic process;ribose phosphate metabolic process	DDIT4;ZBTB20;OPA1;PDE7B;MVK;PDE8B;ENPP3;ADK;SLC2A6;GCK;DMAC2L;DNAJC30;EPHA2;PFKL;PKLR;PPARGC1A;HSD17B12;GPAM;ADSS1;PDHB;NUDT8;ABCC6;TDO2;AASS;COX11;ACOT7;PRKAA1;NDUFB5;UPRT;HMGCS1;ACSF2;DNM1L;ACSS2;GUCY2C;BAAT;ACACA;NME5;ACACB;NDUFA11;GALK1;ACSM2A;ATP1B1;UMPS;CDA;PID1;NDUFB8;PDK4;NDUFB9;SULT1B1;GPD1;ACSL6;ANTKMT;UPP1;ACLY;MVD;NDUFS7;CBFA2T3;NDUFS5;CLPX;SLC25A13;DLD;ENPP1;ATP5PF;PDK1;IGF1;MLST8;NDUFS1;NDUFA13;NDUFB7;NDUFS8;ENO3;AK3;RORA;PDE8A;NDUFA6;HMGCR;SLC25A1;MCCC2;NDUFB11;ATP5F1D;ATP5F1C;SDHB;MPC2;DPYD;KAT2B;ATP5PB;ACSL1;CTPS1;ELOVL6;DLAT;OGDHL;NDUFA2;ATP5MC3;ACSS1;FIS1;ACSL3;ATP5F1A;PRKAG2;HK2;PRXL2C;TSPO;PIPOX;PFKFB1;MFN1;CROT;NDUFC1;NDUFS4;SLC25A25;NDUFV2;NCOR1;MMUT;CTPS2;GPI;SLC27A2;NUDT2;MPP1;NDUFA7;RPTOR;GCDH;TECR;ADCY5;PSEN1;ACSM2B;ENO2;ATP5PD;DGAT2;ACOT1;UPB1;SUCLG1;NDUFB6;ACOT2;NUDT5;NDUFAB1;SULT1A1;HINT1;NDUFS2;ADSL;ADCY1;ATP6V1B2;AK2;NDUFV1;TJP2;NDUFB1;ABHD14B;NDUFC2;PPCS;MTOR;ATP5MG;NDUFS3;MTHFD1;THEM5;ATP6V0C;NDUFB10;ADPGK;ATP5PO;ALDOC;JMJD8;PGAM1;NDUFB4;DHTKD1;TPI1;ATP5MK;DLST;ALDOB;ENO1;PDK3;PYGL;SHPK;TALDO1;G6PD
purine nucleoside triphosphate biosynthetic process	purine nucleoside triphosphate biosynthetic process;ATP biosynthetic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process	ADK;DMAC2L;DNAJC30;PPARGC1A;COX11;NDUFB5;NME5;NDUFA11;PID1;NDUFB8;NDUFB9;ANTKMT;NDUFS7;NDUFS5;SLC25A13;ATP5PF;NDUFS1;NDUFA13;NDUFB7;NDUFS8;NDUFA6;NDUFB11;ATP5F1D;ATP5F1C;SDHB;ATP5PB;NDUFA2;ATP5MC3;ATP5F1A;PRKAG2;NDUFC1;NDUFS4;NDUFV2;NUDT2;NDUFA7;ATP5PD;NDUFB6;NDUFAB1;NDUFS2;NDUFV1;NDUFB1;NDUFC2;ATP5MG;NDUFS3;ATP6V0C;NDUFB10;ATP5PO;NDUFB4;ATP5MK;ENO1;PINK1;NDUFA1;NME1;ATP5MF;NDUFA9;ATP5MC1;SPHK2;ADCY10;ATP5MC2;NME2;ATP5F1E;NDUFA10;SDHC;TMSB4X;ATP6V1A;NDUFA5;ATP5F1B;TGFB1;CTPS1;CTPS2;UCKL1;AK3
ATP metabolic process	ATP metabolic process;purine nucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process	DDIT4;ZBTB20;ENPP3;SLC2A6;GCK;DMAC2L;DNAJC30;PFKL;PKLR;PPARGC1A;ABCC6;COX11;PRKAA1;NDUFB5;DNM1L;NDUFA11;GALK1;ATP1B1;PID1;NDUFB8;NDUFB9;GPD1;ANTKMT;NDUFS7;CBFA2T3;NDUFS5;CLPX;SLC25A13;ENPP1;ATP5PF;IGF1;MLST8;NDUFS1;NDUFA13;NDUFB7;NDUFS8;ENO3;NDUFA6;NDUFB11;ATP5F1D;ATP5F1C;SDHB;KAT2B;ATP5PB;OGDHL;NDUFA2;ATP5MC3;FIS1;ATP5F1A;PRKAG2;HK2;PRXL2C;TSPO;PFKFB1;NDUFC1;NDUFS4;SLC25A25;NDUFV2;NCOR1;GPI;NUDT2;NDUFA7;RPTOR;PSEN1;ENO2;ATP5PD;NDUFB6;NUDT5;NDUFAB1;NDUFS2;ATP6V1B2;AK2;NDUFV1;NDUFB1;NDUFC2;MTOR;ATP5MG;NDUFS3;ATP6V0C;NDUFB10;ADPGK;ATP5PO;ALDOC;JMJD8;PGAM1;NDUFB4;DHTKD1;TPI1;ATP5MK;ALDOB;ENO1;PINK1;GAPDH;HTR2A;FBP1;NDUFA1;ATP5MF;OLA1;PGK1;NDUFA9;IER3;ATP5MC1;SPHK2;ATP1A2;HIF1A;ADCY10;ATP5MC2;FKRP;ATP5F1E;NDUFA10;SDHC;TMSB4X;SLC4A4;HK1;LDHA;ATP6V1A;PPP2CA;NDUFA5;ATP5F1B;TGFB1;APP;IFNG;OPA1;ADK;NME5;AK3;NUDT16;MFN1;DGUOK;NME1;NME2;ADA;CTPS1;CTPS2;UCKL1;SMPDL3A
purine-containing compound biosynthetic process	purine-containing compound biosynthetic process;ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;purine ribonucleotide biosynthetic process;purine nucleotide biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process	KMO;SHMT1;ADK;RD3;DMAC2L;DNAJC30;IDO2;PGM2;PPARGC1A;HSD17B12;ADSS1;PDHB;COX11;ACOT7;NDUFB5;NAPRT;ACSS2;GUCY2C;ACACA;NME5;ACACB;NDUFA11;PID1;NDUFB8;PDK4;NDUFB9;ACSL6;ACMSD;ANTKMT;ACLY;NDUFS7;NDUFS5;SLC25A13;DLD;ATP5PF;PDK1;NDUFS1;NDUFA13;NDUFB7;NDUFS8;AK3;NDUFA6;SLC25A1;NDUFB11;ATP5F1D;ATP5F1C;SDHB;MPC2;ATP5PB;ACSL1;ELOVL6;DLAT;NDUFA2;ATP5MC3;ACSS1;ASPDH;ACSL3;ATP5F1A;PRKAG2;NDUFC1;NDUFS4;NDUFV2;MMUT;SLC27A2;NUDT2;NADK2;NDUFA7;GCDH;TECR;DGUOK;ADCY5;ATP5PD;QPRT;NDUFB6;NDUFAB1;NDUFS2;ADSL;ADCY1;AK2;NDUFV1;NDUFB1;NDUFC2;PPCS;ATP5MG;NOS2;NDUFS3;MTHFD1;ATP6V0C;NDUFB10;ATP5PO;NDUFB4;NOS3;ATP5MK;ENO1;PDK3;PINK1;AFMID;KYNU;PDHX;NDUFA1;NPR1;ACAT1;NME1;ATP5MF;NDUFA9;ACSL5;ATP5MC1;SPHK2;GART;ADCY10;ATP5MC2;NME2;ATP5F1E;NDUFA10;SDHC;TMSB4X;NMRK1;ADA;HAAO;APRT;PRPS1;ACSF3;ATP6V1A;NDUFA5;ATP5F1B;TGFB1;UPRT;UMPS;CDA;UPP1;CTPS1;CTPS2;UCKL1;PYGL;G6PD;RRM2;RRM1;DCTD;TK2;TK1;ENTPD8
demethylase activity	demethylase activity;histone demethylase activity;protein demethylase activity;histone H3 demethylase activity	KDM5D;UTY;HR;CYP1A1;JMJD1C;KDM4B;KDM6B
appendage morphogenesis	appendage morphogenesis;limb morphogenesis;embryonic limb morphogenesis;embryonic appendage morphogenesis	GLI3;MAP3K20;INTU;CIBAR1;AFF3;IFT52;TMEM231;CREBBP;GJA1;BMP4;MED1;CACNA1C;FRAS1;PBX2;B9D1;PKDCC;SOX9;PLXNA2;HDAC1;NPR2;BMP7;FLVCR1;RECK;BAX;TULP3;ZNF141;RARG;NOTCH1;COL3A1;FREM2;RPGRIP1L;OSR1;LRP5;TGFB2;FBN2;IQCE;GRHL2;TBX3;FZD6;PTCH1;C2CD3;MYH3;TWIST1;SALL1;SFRP2;SEMA3C;WNT3;DYNC2H1;LRP4;LEF1;SHOX2;GPC3;GREM1;PRRX1;HOXD9;RDH10
appendage development	appendage development;limb development	IFT52;TMEM231;CREBBP;GJA1;KAT2A;BMP4;MED1;CACNA1C;FRAS1;PBX2;B9D1;PKDCC;SOX9;PLXNA2;HDAC1;PRKAB1;NPR2;SLC39A1;BMP7;IFT172;FLVCR1;RECK;MED31;BAX;TULP3;ZNF141;RARG;NOTCH1;COL3A1;FREM2;PIAS4;SCX;RPGRIP1L;OSR1;LRP5;SLC7A11;TGFB2;FBN2;IQCE;GRHL2;TBX3;FZD6;PTCH1;C2CD3;MYH3;TWIST1;SALL1;SFRP2;MEOX2;SEMA3C;WNT3;IFT80;DYNC2H1;LRP4;LEF1;RC3H2;SHOX2;GPC3;GREM1;PRRX1;HOXD9;RDH10
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	NDUFB5;NDUFA11;NDUFB8;NDUFB9;NDUFS7;NDUFS5;FOXRED1;NDUFS1;NDUFA13;NDUFB7;NDUFS8;NDUFA6;NDUFB11;NDUFA2;NDUFC1;NDUFS4;NDUFV2;NDUFA7;NDUFB6;NDUFAB1;NDUFS2;NDUFV1;NDUFB1;NDUFC2;NDUFS3;NDUFB10;NDUFB4;NDUFA1;NDUFA4;NDUFA9;NDUFAF1;NDUFA10
