representative	grouped_terms	genes
mitochondrial gene expression	mitochondrial gene expression;mitochondrial translation	PTCD1;MRPL40;MRPS34;MRPS25;MRPL32;MRPS15;MPV17L2;MRPL43;TRIT1;THAP11;FASTK;RCC1L;AARS2;MRPL11;MTPAP;MRPL57;MRPS23;MRPS6;PNPT1;TRMT61B;ELAC2;MTERF2;MTO1;MTERF3;CHCHD1;MRPL34;ALKBH1;MRPL33;MRPL12;C1QBP;PRORP;MTERF1;MRPS2;COA3;MRPL22;MRPL50;CDK5RAP1;NGRN;MTRF1L;SARS2;TRUB2;MRPL51;MRPS24;SUPV3L1;MRPS18A;FASTKD5;MRPS12;MTIF2;MRPL24;MRPL47;HSD17B10;MRPS17;MTRES1;FASTKD1;TSFM;MRPL49;MRPL16;MRPS18C;WARS2;DARS2;MRPL36;QRSL1;GFM1;MRPL2;GATB;MRPL3;MRPL38;MRPS7;TFB2M;TRMT10C;IARS2;RMND1;MRPL4;MTIF3;MRPL19;LRPPRC;MRPS11;PTCD3;GFM2;MRPL27;MALSU1;MRPL39;TFB1M;MRPL10;MRPS31;MRPL58;TUFM;MRPL15;MRPS27;LARS2;MRPS33;MRPS28;MRPL1;TBRG4;TACO1;RPUSD3;MRPL44;MRPL13;YARS2;FASTKD2;MRPL48;EARS2;MRPS35;MRPS16;MRPS5;MRPS14;MRPS10;MRPL37;MRPS30;TARS2;MRPL35;MRPS22;MRPL30;MRPS9;TEFM;DAP3;MRPL46;MRPL45;MRPS18B;MRPL9;MRPL28;FASTKD3;MRPL18
organellar ribosome	organellar ribosome;mitochondrial ribosome;ribosomal subunit;ribosome	NDUFA7;AURKAIP1;MRPL21;MRPL20;MRPL28;MRPL18;MRPL40;MRPS34;MRPS25;MRPL32;MRPS15;MPV17L2;MRPL43;NSUN4;MRPL11;MRPL57;MRPS23;MRPS6;CHCHD1;MRPL34;MRPL33;MRPL12;MRPS2;MRPL22;MRPL50;MRPL51;MRPS24;MRPS18A;MRPS12;MRPL24;MRPL47;MRPS17;MRPL49;MRPL16;MRPS18C;MRPL36;MRPL2;MRPL3;MRPL38;MRPS7;MRPL4;MRPL19;MRPS11;PTCD3;MRPL27;MRPL39;MRPL10;MRPS31;MRPL58;MRPL15;MRPS27;MRPS33;MRPS28;MRPL1;MRPL44;MRPL13;MRPL48;MRPS35;MRPS16;MRPS5;MRPS14;MRPS10;MRPL37;MRPS30;MRPL35;MRPS22;MRPL30;MRPS9;DAP3;MRPL46;MRPL45;MRPS18B;MRPL9;RPL36AL;RSL1D1;RPL30;RPL7L1;NPM1;RPLP0P6;RPL5;DHX29;MCTS1;RPS23;RPL26L1;LARP4;SNU13;EIF2A;RPL3L;NHP2;MTG2;RPL26;RPL7;PSMA6;NEMF;ETF1;EIF4G1;PNPT1;DNAJC21;RNF14;SRP68;USP10;APEX1;GSPT1;HBS1L;EEF2;FXR1;RNF10
aerobic respiration	aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds	NDUFB11;MTFR1L;HIF1A;NDUFC1;ATP5MG;NDUFS6;NDUFS5;NDUFA13;NDUFB10;NDUFA1;BNIP3;CAT;NDUFB8;ABCD1;COX7A2;UQCRB;NDUFB4;COX7C;ATP5PD;COX4I1;NDUFV3;ISCU;NDUFA12;COX7B;FXN;MDH1B;ATP5MF;DLAT;NDUFA8;COX6B1;IDE;PARK7;NDUFB2;NDUFB9;ACO2;ATP5PF;IDH3A;DHTKD1;SDHA;SLC25A23;DNAJC15;COX7A2L;DNAJC30;NDUFV2;NDUFS3;NIPSNAP2;COX15;IDH1;VCP;NDUFB3;NDUFA5;COX5A;NDUFA4;SIRT3;NDUFS7;NDUFC2;NDUFAB1;OGDH;NDUFB6;NDUFA6;NDUFS1;MDH1;PINK1;STOML2;COA6;NDUFAF1;GHITM;UQCRC1;PPIF;ATP5F1A;CYCS;UQCRH;ATP5F1C;ATP5PO;IDH3G;PDHA1;COX8A;CYC1;NNT;MFN2;FH;SLC25A51;ACO1;CHCHD2;SUCLG2;NDUFA10;SDHB;PDHB;ADSL;SUCLA2;UQCRHL;UQCRC2;CS;NDUFA9;DLD;SUCLG1;NDUFB5;SDHD;IDH2;ATP5F1B;NDUFV1;MDH2;COQ9;ATP5PB;NDUFS4;UQCRFS1;DLST;SDHC;OXA1L;TEFM;AFG1L;NDUFS2;COX10;IDH3B;PRDM16;ATPSCKMT;CHCHD5;IREB2;IFNLR1;SOD2;CHCHD4;SLC25A12;AIFM2;MTLN;PPARGC1A;PNPT1;GPD1;IMMP2L;ETFB;SDHAF4;OPN3;ETFRF1;ETFDH;CISD1;LYRM7;ETFA;TRAP1;IRS1;PPP1R3F;PPP1R3A;EPM2AIP1;PPP1R3C;SORBS1;ACADVL;MTOR;PPP1CB;PPP1R3B;AGL;ACADM;PPP1R3D;PPP1CC;GSK3B;PRKAG2;NHLRC1;PYGM;GYS1;PFKM;AKT2;PHKB;STBD1;GYG1;PHKA1;GBE1;UGP2;GAA
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	NDUFB11;NDUFC1;NDUFS5;NDUFA13;NDUFB10;NDUFA1;NDUFB8;NDUFB4;ACAD9;NDUFA12;NDUFA8;NDUFB2;NDUFB9;NDUFAF5;LYRM2;NDUFAF4;NDUFS3;NDUFB3;NDUFA5;NUBPL;DMAC2;NDUFS7;TMEM126B;NDUFC2;NDUFAB1;ECSIT;NDUFB6;NDUFA6;NDUFS1;NDUFAF1;NDUFAF6;TMEM126A;COA1;TIMM21;FOXRED1;NDUFA10;DMAC1;BCS1L;NDUFA9;NDUFB5;NDUFAF7;TMEM186;NDUFS4;OXA1L;NDUFS2
aerobic electron transport chain	aerobic electron transport chain;ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;respiratory electron transport chain;electron transport chain	NDUFC1;NDUFS6;NDUFS5;NDUFB10;NDUFA1;NDUFB8;COX7A2;UQCRB;NDUFB4;COX7C;COX4I1;NDUFV3;ISCU;COX7B;NDUFA8;COX6B1;PARK7;NDUFB2;NDUFB9;SDHA;DNAJC15;COX7A2L;NDUFV2;NDUFS3;COX15;NDUFB3;NDUFA5;COX5A;NDUFA4;NDUFS7;NDUFC2;NDUFAB1;NDUFB6;NDUFA6;NDUFS1;PINK1;NDUFAF1;UQCRC1;CYCS;UQCRH;COX8A;CYC1;SLC25A51;NDUFA10;SDHB;UQCRHL;UQCRC2;NDUFA9;DLD;NDUFB5;SDHD;NDUFV1;COQ9;NDUFS4;UQCRFS1;SDHC;AFG1L;NDUFS2;NDUFA12;COA6;GHITM;CHCHD2;SLC25A12;AIFM2;PPARGC1A;GPD1;IMMP2L;ETFB;ETFRF1;ETFDH;ETFA;FDX2;SOD2;THAP11;ALDH4A1;GLRX2;COX11;MAOB;ME1;ME2;ALDH2;FDX1;ADH5;CIAPIN1;QDPR;AKR1B1;IDH3B
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis;proton motive force-driven mitochondrial ATP synthesis;ATP biosynthetic process;purine nucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate biosynthetic process;ribonucleoside triphosphate biosynthetic process;nucleoside triphosphate biosynthetic process	ATP5F1E;ATP6V0C;NDUFS8;ATPSCKMT;ATP5MK;NDUFB11;NDUFC1;ATP5MG;NDUFS6;NDUFS5;NDUFA13;NDUFB10;NDUFA1;NDUFB8;NDUFB4;ATP5PD;NDUFV3;NDUFA12;ATP5MJ;ATP5MF;NDUFA8;ATP5MC2;NDUFB2;NDUFB9;ATP5PF;SDHA;DNAJC30;NDUFV2;NDUFS3;NDUFB3;NDUFA5;NDUFS7;NDUFC2;NDUFAB1;NDUFB6;NDUFA6;NDUFS1;STOML2;ATP5F1A;ATP5F1C;ATP5PO;NDUFA10;SDHB;ATP5MC1;NDUFA9;NDUFB5;SDHD;ATP5F1B;ATP5MC3;NDUFV1;ATP5PB;NDUFS4;SDHC;NDUFS2;NUDT2;PPARA;PPARGC1A;COX11;PRKAG2;VCP;PINK1;ALDOA;DMAC2L;PARP1;NME7;NME5;ADK;NME6;AK4;AK1;AK3
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	MRPL21;MRPL20;MRPL28;MRPL18;MRPL40;MRPL32;MPV17L2;MRPL43;NSUN4;MRPL11;MRPL57;MRPL34;MRPL33;MRPL12;MRPL22;MRPL50;MRPL51;MRPS18A;MRPL24;MRPL47;MRPL49;MRPL16;MRPL36;MRPL2;MRPL3;MRPL38;MRPL4;MRPL19;MRPL27;MRPL39;MRPL10;MRPL58;MRPL15;MRPL1;MRPL44;MRPL13;MRPL48;MRPL37;MRPS30;MRPL35;MRPL30;MRPL46;MRPL45;MRPL9
mitochondrial respirasome	mitochondrial respirasome;respiratory chain complex	NDUFB11;NDUFC1;NDUFS6;NDUFS5;NDUFA13;NDUFB10;NDUFA1;NDUFB8;COX7A2;UQCRB;NDUFB4;RAB5IF;COX7C;COX4I1;NDUFV3;NDUFA12;COX7B;NDUFA8;COX6B1;NDUFB2;NDUFB9;SDHA;COX7A2L;NDUFV2;NDUFS3;COX15;NDUFB3;NDUFA5;COX5A;NDUFA4;DMAC2;NDUFS7;NDUFC2;NDUFAB1;NDUFB6;NDUFA6;NDUFS1;NDUFAF1;UQCRC1;UQCRH;COX8A;CYC1;STMP1;NNT;FOXRED1;NDUFA10;DMAC1;BCS1L;SDHB;UQCRHL;UQCRC2;NDUFA9;NDUFB5;SDHD;NDUFV1;NDUFS4;UQCRFS1;SDHC;NDUFS2;COA6
branched-chain amino acid metabolic process	branched-chain amino acid metabolic process;branched-chain amino acid catabolic process	ILVBL;MCCC2;PPM1K;IVD;AUH;ECHS1;BCKDK;HSD17B10;DBT;HMGCL;ALDH6A1;ACADSB;BCAT2;ACAT1;BCKDHB;BCKDHA;ACAD8;PCCA;PCCB;MCCC1;DLD;HIBADH;HIBCH
mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I;NADH dehydrogenase complex;respiratory chain complex I	NDUFB11;NDUFC1;NDUFS6;NDUFS5;NDUFA13;NDUFB10;NDUFA1;NDUFB8;NDUFB4;NDUFV3;NDUFA12;NDUFA8;NDUFB2;NDUFB9;NDUFV2;NDUFS3;NDUFB3;NDUFA5;NDUFA4;DMAC2;NDUFS7;NDUFC2;NDUFAB1;NDUFB6;NDUFA6;NDUFS1;NDUFAF1;FOXRED1;NDUFA10;DMAC1;NDUFA9;NDUFB5;NDUFV1;NDUFS4;NDUFS2
organellar small ribosomal subunit	organellar small ribosomal subunit;mitochondrial small ribosomal subunit;small ribosomal subunit	MRPS34;MRPS25;MRPS15;MRPS23;MRPS6;CHCHD1;MRPS2;MRPS24;MRPS18A;MRPS12;MRPS17;MRPS18C;MRPS7;MRPS11;PTCD3;MRPS31;MRPS27;MRPS33;MRPS28;MRPS35;MRPS16;MRPS5;MRPS14;MRPS10;MRPS22;MRPS9;DAP3;MRPS18B;DHX29;MCTS1;RPS23;LARP4;EIF2A
